Gene ID	log2FoldChange	padj
GSBRNA2T00126208001	7.310254912	8.31E-14
GSBRNA2T00150988001	7.289623738	1.88E-05
GSBRNA2T00066288001	7.289070231	4.43E-11
GSBRNA2T00049240001	7.279270113	5.36E-11
GSBRNA2T00022359001	7.274139533	1.24E-09
GSBRNA2T00100210001	7.268408558	2.12E-05
GSBRNA2T00085355001	7.254871336	2.20E-21
GSBRNA2T00056741001	7.239478573	1.16E-06
GSBRNA2T00068232001	7.221747233	3.99E-38
GSBRNA2T00074213001	7.207367285	1.87E-09
GSBRNA2T00105374001	7.204736973	4.80E-30
GSBRNA2T00079620001	7.179325641	6.50E-28
GSBRNA2T00029793001	7.175462698	3.03E-10
GSBRNA2T00054498001	7.171610248	1.59E-06
GSBRNA2T00073114001	7.160781841	1.13E-05
GSBRNA2T00039592001	7.158799779	8.71E-48
GSBRNA2T00015668001	7.144252003	5.00E-06
GSBRNA2T00054199001	7.143941162	2.26E-07
GSBRNA2T00135683001	7.137778642	1.47E-17
GSBRNA2T00044710001	7.137090111	1.85E-06
GSBRNA2T00022611001	7.135882849	2.84E-06
GSBRNA2T00101522001	7.135709932	3.39E-40
GSBRNA2T00018819001	7.133353818	6.72E-09
GSBRNA2T00008163001	7.128112086	1.50E-21
GSBRNA2T00047856001	7.123224677	4.19E-12
GSBRNA2T00090212001	7.111469939	5.29E-05
GSBRNA2T00085059001	7.110643615	4.09E-05
GSBRNA2T00119689001	7.109127764	4.49E-48
GSBRNA2T00037954001	7.104317913	3.39E-28
GSBRNA2T00068209001	7.103222343	1.54E-05
GSBRNA2T00008332001	7.102725357	5.87E-07
GSBRNA2T00120086001	7.089863392	8.28E-13
GSBRNA2T00044716001	7.086989832	4.58E-76
GSBRNA2T00000694001	7.082157996	3.98E-10
GSBRNA2T00077347001	7.068227834	3.12E-08
GSBRNA2T00047122001	7.066433798	1.43E-33
GSBRNA2T00106334001	7.059090583	1.99E-18
GSBRNA2T00079437001	7.058883396	1.05E-11
GSBRNA2T00066145001	7.056278726	9.61E-07
GSBRNA2T00084658001	7.055430327	6.32E-05
GSBRNA2T00102036001	7.053321951	1.73E-06
GSBRNA2T00075654001	7.051100732	8.16E-11
GSBRNA2T00107101001	7.040427122	1.89E-05
GSBRNA2T00151240001	7.040271831	4.98E-05
GSBRNA2T00081690001	7.038975864	2.63E-05
GSBRNA2T00083976001	7.037051389	4.98E-05
GSBRNA2T00068167001	7.033734217	1.23E-39
GSBRNA2T00011092001	7.031775776	3.13E-06
GSBRNA2T00068988001	7.025307138	5.78E-05
GSBRNA2T00115387001	7.006476955	3.25E-06
GSBRNA2T00056215001	7.003469943	3.81E-46
GSBRNA2T00092280001	7.000372972	5.67E-05
GSBRNA2T00016269001	6.998557825	1.79E-05
GSBRNA2T00120095001	6.974160335	2.00E-15
GSBRNA2T00111182001	6.954294429	1.88E-08
GSBRNA2T00145490001	6.946531193	6.24E-48
GSBRNA2T00114129001	6.945913437	4.61E-32
GSBRNA2T00087677001	6.932182513	2.18E-13
GSBRNA2T00112619001	6.922029623	2.14E-05
GSBRNA2T00140320001	6.904577587	8.06E-18
GSBRNA2T00002231001	6.903276676	2.50E-06
GSBRNA2T00147898001	6.900861585	1.15E-12
GSBRNA2T00036638001	6.897429799	2.85E-05
GSBRNA2T00025257001	6.895724745	4.66E-05
GSBRNA2T00130746001	6.88205287	1.14E-10
GSBRNA2T00122855001	6.873305659	9.65E-15
GSBRNA2T00134389001	6.864378901	9.11E-16
GSBRNA2T00151112001	6.860193323	1.90E-09
GSBRNA2T00044579001	6.859762707	9.47E-05
GSBRNA2T00132585001	6.859635912	9.46E-06
GSBRNA2T00010054001	6.85328628	1.02E-48
GSBRNA2T00130739001	6.850056	9.70E-05
GSBRNA2T00152952001	6.828181827	3.38E-05
GSBRNA2T00097592001	6.824711949	7.75E-06
GSBRNA2T00096257001	6.824700198	3.01E-08
GSBRNA2T00005676001	6.822272989	0.000113544
GSBRNA2T00043344001	6.811734405	1.98E-07
GSBRNA2T00069300001	6.806210722	3.17E-08
GSBRNA2T00007954001	6.805396712	2.44E-34
GSBRNA2T00008945001	6.803747655	2.19E-27
GSBRNA2T00053921001	6.803382803	7.35E-11
GSBRNA2T00053141001	6.798087688	6.62E-05
GSBRNA2T00061285001	6.789239619	5.18E-12
GSBRNA2T00033990001	6.783343206	3.86E-05
GSBRNA2T00022858001	6.777351242	1.24E-31
GSBRNA2T00085231001	6.772869477	0.000158873
GSBRNA2T00117041001	6.770702419	7.19E-08
GSBRNA2T00032493001	6.769317298	1.63E-15
GSBRNA2T00060413001	6.76188079	5.69E-05
GSBRNA2T00053919001	6.755274036	4.19E-16
GSBRNA2T00017810001	6.747393131	3.71E-11
GSBRNA2T00143391001	6.747186187	4.29E-05
GSBRNA2T00000899001	6.745016335	2.53E-08
GSBRNA2T00098076001	6.743662351	1.07E-18
GSBRNA2T00082505001	6.743122803	3.25E-07
GSBRNA2T00141419001	6.742794215	3.68E-33
GSBRNA2T00121511001	6.740229045	6.04E-27
GSBRNA2T00124660001	6.732697842	1.53E-16
GSBRNA2T00072017001	6.730474561	8.15E-18
GSBRNA2T00014120001	6.730462104	1.12E-13
GSBRNA2T00099919001	6.727736419	0.000154101
GSBRNA2T00156015001	6.723288554	1.09E-07
GSBRNA2T00079436001	6.722144686	2.97E-07
GSBRNA2T00068027001	6.718768391	0.000153473
GSBRNA2T00076566001	6.718107333	4.04E-21
GSBRNA2T00026935001	6.700104519	1.14E-05
GSBRNA2T00055542001	6.698642589	2.89E-14
GSBRNA2T00095318001	6.696790382	4.43E-13
GSBRNA2T00075489001	6.691619278	4.95E-06
GSBRNA2T00066497001	6.689826434	9.70E-05
GSBRNA2T00124900001	6.689298427	1.52E-06
GSBRNA2T00057934001	6.687835006	2.88E-11
GSBRNA2T00105262001	6.684942902	1.15E-19
GSBRNA2T00052560001	6.684171272	2.17E-08
GSBRNA2T00125345001	6.683897344	4.06E-11
GSBRNA2T00083245001	6.682934041	2.37E-35
GSBRNA2T00101431001	6.678102036	6.06E-07
GSBRNA2T00009991001	6.670754313	3.89E-08
GSBRNA2T00057908001	6.669359396	0.000106915
GSBRNA2T00059632001	6.665560282	1.72E-17
GSBRNA2T00143809001	6.654329329	5.38E-17
GSBRNA2T00084613001	6.649984453	0.000217159
GSBRNA2T00073451001	6.649250143	2.12E-10
GSBRNA2T00082822001	6.6491389	0.000115413
GSBRNA2T00085425001	6.644583467	4.92E-08
GSBRNA2T00095321001	6.640199922	2.08E-32
GSBRNA2T00065643001	6.632152092	1.21E-11
GSBRNA2T00039232001	6.629923664	0.000104189
GSBRNA2T00100456001	6.626914397	1.88E-10
GSBRNA2T00097948001	6.622648964	6.49E-17
GSBRNA2T00101684001	6.620712891	4.38E-06
GSBRNA2T00087576001	6.615872082	8.06E-05
GSBRNA2T00077012001	6.615377098	8.49E-05
GSBRNA2T00102877001	6.614464425	0.000482164
GSBRNA2T00098597001	6.611969114	1.17E-19
GSBRNA2T00088694001	6.610036163	9.21E-05
GSBRNA2T00003494001	6.607150246	8.30E-08
GSBRNA2T00129641001	6.605551339	8.95E-48
GSBRNA2T00108020001	6.602250999	0.000225567
GSBRNA2T00048935001	6.595206118	5.31E-31
GSBRNA2T00095738001	6.589910141	0.000240127
GSBRNA2T00129457001	6.589415872	1.63E-05
GSBRNA2T00020849001	6.572356168	4.63E-08
GSBRNA2T00090594001	6.568618378	2.21E-27
GSBRNA2T00117125001	6.563795786	1.47E-30
GSBRNA2T00049221001	6.557926534	2.79E-13
GSBRNA2T00054497001	6.556267043	4.18E-05
GSBRNA2T00025285001	6.554898863	2.25E-46
GSBRNA2T00035591001	6.547342874	6.38E-06
GSBRNA2T00102432001	6.546895346	6.19E-08
GSBRNA2T00143822001	6.545066153	7.11E-32
GSBRNA2T00096047001	6.53164328	6.12E-15
GSBRNA2T00078239001	6.529581754	8.62E-08
GSBRNA2T00023076001	6.5281985	7.68E-06
GSBRNA2T00048873001	6.526991691	1.47E-09
GSBRNA2T00064037001	6.526327941	2.59E-42
GSBRNA2T00120524001	6.520137914	1.64E-16
GSBRNA2T00141204001	6.518901926	9.19E-22
GSBRNA2T00050433001	6.516143453	1.08E-06
GSBRNA2T00031931001	6.515581603	3.09E-18
GSBRNA2T00073279001	6.511002621	0.000102534
GSBRNA2T00002241001	6.499901824	4.33E-11
GSBRNA2T00142920001	6.498931225	1.39E-33
GSBRNA2T00104909001	6.498527315	4.96E-38
GSBRNA2T00137995001	6.495077403	3.08E-16
GSBRNA2T00034309001	6.486069143	0.000329923
GSBRNA2T00077670001	6.481529595	0.000115278
GSBRNA2T00142964001	6.477576072	3.87E-39
GSBRNA2T00023848001	6.475951831	1.72E-05
GSBRNA2T00101472001	6.470330516	2.67E-12
GSBRNA2T00058975001	6.466615748	8.50E-05
GSBRNA2T00135385001	6.46013559	0.000195439
GSBRNA2T00128425001	6.457310109	3.88E-05
GSBRNA2T00040770001	6.456802755	2.09E-06
GSBRNA2T00052459001	6.450334003	1.68E-55
GSBRNA2T00107287001	6.4501886	8.76E-05
GSBRNA2T00134543001	6.442307316	2.26E-52
GSBRNA2T00079211001	6.4366417	1.59E-22
GSBRNA2T00155439001	6.432026644	5.34E-12
GSBRNA2T00109126001	6.430977791	1.57E-54
GSBRNA2T00090882001	6.42529244	0.000465459
GSBRNA2T00156612001	6.423437215	6.45E-51
GSBRNA2T00151607001	6.421121517	7.72E-07
GSBRNA2T00134488001	6.418019621	8.88E-36
GSBRNA2T00135715001	6.417801001	8.24E-22
GSBRNA2T00108019001	6.414075705	0.00011211
GSBRNA2T00054065001	6.409077266	3.18E-28
GSBRNA2T00100211001	6.407549799	6.45E-09
GSBRNA2T00037830001	6.402581157	6.72E-08
GSBRNA2T00124306001	6.392920424	2.19E-19
GSBRNA2T00024269001	6.390738186	0.000233377
GSBRNA2T00091084001	6.37995915	3.32E-05
GSBRNA2T00112756001	6.376009325	2.59E-05
GSBRNA2T00047190001	6.373966328	6.31E-07
GSBRNA2T00151593001	6.369544923	6.40E-05
GSBRNA2T00049388001	6.368952393	0.00048389
GSBRNA2T00014014001	6.366351754	4.07E-31
GSBRNA2T00011207001	6.351293379	1.73E-06
GSBRNA2T00068862001	6.34944508	7.44E-05
GSBRNA2T00017638001	6.348837014	0.000288836
GSBRNA2T00011840001	6.34859899	0.000537937
GSBRNA2T00121300001	6.347049794	3.69E-09
GSBRNA2T00064897001	6.341637917	9.26E-25
GSBRNA2T00130938001	6.339899887	1.17E-09
GSBRNA2T00140534001	6.339752783	0.00052466
GSBRNA2T00049769001	6.336893553	9.62E-08
GSBRNA2T00038568001	6.327740013	1.73E-41
GSBRNA2T00041351001	6.327139334	1.02E-07
GSBRNA2T00037142001	6.326676491	8.97E-05
GSBRNA2T00112701001	6.319465564	1.19E-41
GSBRNA2T00154713001	6.315368399	4.66E-07
GSBRNA2T00132579001	6.314700947	0.000570725
GSBRNA2T00007203001	6.307569445	2.36E-09
GSBRNA2T00001506001	6.306802651	0.000112006
GSBRNA2T00051260001	6.305573959	7.61E-05
GSBRNA2T00091367001	6.303242748	0.000301056
GSBRNA2T00092086001	6.302159044	8.12E-42
GSBRNA2T00085780001	6.298261348	0.000621444
GSBRNA2T00139105001	6.295780104	7.61E-07
GSBRNA2T00037634001	6.295592979	1.13E-05
GSBRNA2T00045280001	6.280739643	8.33E-05
GSBRNA2T00028395001	6.28072256	1.15E-80
GSBRNA2T00068760001	6.279758935	9.87E-06
GSBRNA2T00016475001	6.278932662	0.000325276
GSBRNA2T00044589001	6.276481878	0.000290869
GSBRNA2T00121196001	6.275105909	2.65E-15
GSBRNA2T00078034001	6.274612498	3.81E-06
GSBRNA2T00098566001	6.272314063	1.77E-17
GSBRNA2T00094519001	6.2714231	3.24E-05
GSBRNA2T00004470001	6.269626903	7.82E-14
GSBRNA2T00070190001	6.261060453	1.25E-08
GSBRNA2T00154419001	6.256234457	6.75E-32
GSBRNA2T00101523001	6.255903394	3.01E-10
GSBRNA2T00022761001	6.252631581	0.000431259
GSBRNA2T00054709001	6.24721651	0.000366215
GSBRNA2T00065642001	6.247086775	5.21E-07
GSBRNA2T00057653001	6.242843553	7.62E-09
GSBRNA2T00106869001	6.241960703	0.00045653
GSBRNA2T00151929001	6.235413549	6.65E-05
GSBRNA2T00132968001	6.235232306	0.00053325
GSBRNA2T00070112001	6.233021387	4.16E-47
GSBRNA2T00126359001	6.225537568	3.28E-06
GSBRNA2T00106217001	6.223478875	2.41E-28
GSBRNA2T00106924001	6.221392092	0.000102387
GSBRNA2T00007690001	6.21435982	7.40E-13
GSBRNA2T00090994001	6.210649706	1.36E-05
GSBRNA2T00121411001	6.208744852	6.24E-07
GSBRNA2T00101688001	6.208350114	4.21E-05
GSBRNA2T00083249001	6.207696632	0.000950869
GSBRNA2T00087846001	6.2048864	1.38E-05
GSBRNA2T00155125001	6.204758413	7.67E-21
GSBRNA2T00029904001	6.203246745	1.71E-10
GSBRNA2T00135699001	6.202504613	6.89E-20
GSBRNA2T00138872001	6.197754976	5.15E-05
GSBRNA2T00009977001	6.196802328	5.47E-42
GSBRNA2T00150991001	6.196272248	2.26E-06
GSBRNA2T00133079001	6.191356936	4.73E-08
GSBRNA2T00136636001	6.187118455	0.000445964
GSBRNA2T00070426001	6.186694987	2.18E-17
GSBRNA2T00131115001	6.185482369	0.000110676
GSBRNA2T00040192001	6.185112024	3.63E-29
GSBRNA2T00034379001	6.182921728	0.000284424
GSBRNA2T00152654001	6.182839348	1.05E-10
GSBRNA2T00127715001	6.181121752	2.74E-08
GSBRNA2T00059225001	6.179716385	9.30E-44
GSBRNA2T00010987001	6.176256895	3.64E-06
GSBRNA2T00062630001	6.17535508	2.30E-22
GSBRNA2T00015277001	6.174681657	0.000224016
GSBRNA2T00016405001	6.170951758	2.75E-25
GSBRNA2T00107678001	6.162580702	4.73E-07
GSBRNA2T00095868001	6.156256644	3.17E-31
GSBRNA2T00043148001	6.151204182	9.01E-23
GSBRNA2T00006137001	6.15047031	6.87E-25
GSBRNA2T00024588001	6.147573841	3.47E-05
GSBRNA2T00059839001	6.144600574	4.43E-34
GSBRNA2T00003270001	6.144123507	2.18E-41
GSBRNA2T00146505001	6.143152056	0.001026292
GSBRNA2T00144486001	6.137875362	1.42E-54
GSBRNA2T00028268001	6.133792702	7.94E-05
GSBRNA2T00149251001	6.131959675	0.00097371
GSBRNA2T00121557001	6.13127487	0.000159919
GSBRNA2T00130036001	6.130882501	4.74E-10
GSBRNA2T00011488001	6.130097099	8.24E-30
GSBRNA2T00103201001	6.129178053	1.72E-05
GSBRNA2T00018128001	6.127314374	7.49E-45
GSBRNA2T00151704001	6.12310046	4.19E-08
GSBRNA2T00027617001	6.120393732	3.91E-24
GSBRNA2T00031454001	6.116935067	2.21E-34
GSBRNA2T00150794001	6.115435718	1.51E-06
GSBRNA2T00148478001	6.11226048	1.88E-38
GSBRNA2T00041678001	6.110597686	0.00033064
GSBRNA2T00019883001	6.104083477	0.001059821
GSBRNA2T00095701001	6.101602439	9.82E-08
GSBRNA2T00057056001	6.097227976	0.00111058
GSBRNA2T00104981001	6.096788762	2.62E-42
GSBRNA2T00088328001	6.09307137	1.54E-20
GSBRNA2T00107083001	6.089387401	5.56E-05
GSBRNA2T00075875001	6.087431619	1.44E-08
GSBRNA2T00148897001	6.086778558	4.91E-08
GSBRNA2T00050256001	6.085567799	0.001159414
GSBRNA2T00126504001	6.085567799	0.001159414
GSBRNA2T00136125001	6.081774724	0.000151275
GSBRNA2T00115996001	6.079099962	8.04E-40
GSBRNA2T00032566001	6.06832313	0.001187718
GSBRNA2T00031316001	6.066114858	6.23E-18
GSBRNA2T00127384001	6.064414455	2.18E-15
GSBRNA2T00141429001	6.063437852	1.47E-32
GSBRNA2T00094910001	6.063001061	2.06E-05
GSBRNA2T00092243001	6.057959936	0.000192143
GSBRNA2T00094536001	6.05739019	2.25E-13
GSBRNA2T00042946001	6.056236189	0.00036368
GSBRNA2T00050431001	6.050656734	5.28E-07
GSBRNA2T00116734001	6.050034055	0.001368595
GSBRNA2T00006882001	6.046220837	1.46E-30
GSBRNA2T00083489001	6.043854206	1.80E-12
GSBRNA2T00014187001	6.042517397	1.30E-10
GSBRNA2T00075176001	6.042398602	4.27E-17
GSBRNA2T00029478001	6.041586862	0.000400693
GSBRNA2T00031952001	6.035442877	0.000568713
GSBRNA2T00102035001	6.032745158	3.21E-09
GSBRNA2T00088527001	6.032424197	0.000231286
GSBRNA2T00031476001	6.026742211	3.83E-25
GSBRNA2T00155562001	6.025160034	1.48E-10
GSBRNA2T00055143001	6.023387002	5.54E-37
GSBRNA2T00134464001	6.023265149	8.23E-08
GSBRNA2T00048436001	6.016530002	0.00137951
GSBRNA2T00110459001	6.01265617	8.40E-05
GSBRNA2T00027744001	6.01240094	2.39E-22
GSBRNA2T00147998001	6.011647195	0.000171237
GSBRNA2T00051531001	6.010937378	6.32E-12
GSBRNA2T00087296001	6.010717493	0.000948071
GSBRNA2T00011337001	6.009749215	1.07E-24
GSBRNA2T00017488001	6.005637074	0.001390234
GSBRNA2T00101259001	5.998136932	7.00E-05
GSBRNA2T00019407001	5.994556538	0.000113504
GSBRNA2T00005352001	5.989132804	0.001451307
GSBRNA2T00077364001	5.983206312	0.000470033
GSBRNA2T00091214001	5.979607665	6.72E-37
GSBRNA2T00132761001	5.975631568	0.001659331
GSBRNA2T00149081001	5.975089509	3.22E-06
GSBRNA2T00027807001	5.97449701	0.001038122
GSBRNA2T00133372001	5.970705007	2.26E-05
GSBRNA2T00053889001	5.968712319	1.67E-22
GSBRNA2T00044612001	5.968474905	0.000403158
GSBRNA2T00150537001	5.966632367	4.35E-38
GSBRNA2T00100006001	5.965487523	0.000569075
GSBRNA2T00134148001	5.96414865	1.66E-07
GSBRNA2T00024115001	5.961391294	0.001450979
GSBRNA2T00079131001	5.960163195	1.65E-05
GSBRNA2T00093764001	5.956317345	5.04E-06
GSBRNA2T00134373001	5.954942208	2.51E-05
GSBRNA2T00145640001	5.954042466	0.000170643
GSBRNA2T00063617001	5.948429871	6.41E-10
GSBRNA2T00120493001	5.944523856	3.45E-10
GSBRNA2T00122265001	5.944165448	1.61E-16
GSBRNA2T00136890001	5.939622694	0.000196924
GSBRNA2T00032404001	5.939358285	1.27E-05
GSBRNA2T00104182001	5.931141092	1.93E-22
GSBRNA2T00142450001	5.931090806	1.07E-09
GSBRNA2T00155030001	5.929900394	2.65E-10
GSBRNA2T00104708001	5.923798636	1.87E-05
GSBRNA2T00124793001	5.923255919	3.14E-05
GSBRNA2T00129456001	5.916542381	0.001870303
GSBRNA2T00131525001	5.912510555	1.56E-32
GSBRNA2T00050295001	5.91211638	0.000175239
GSBRNA2T00022510001	5.908627655	0.000280356
GSBRNA2T00002404001	5.901402987	2.09E-15
GSBRNA2T00157994001	5.900898591	7.56E-08
GSBRNA2T00119748001	5.890844181	0.002899272
GSBRNA2T00141090001	5.886061832	3.65E-15
GSBRNA2T00033048001	5.885452237	3.76E-11
GSBRNA2T00065817001	5.883415787	2.97E-10
GSBRNA2T00062202001	5.874016231	1.50E-07
GSBRNA2T00079503001	5.871415317	1.27E-13
GSBRNA2T00003631001	5.868263305	1.09E-07
GSBRNA2T00051097001	5.868240134	0.001923264
GSBRNA2T00010878001	5.866182421	0.000273912
GSBRNA2T00008171001	5.865861817	3.06E-06
GSBRNA2T00040196001	5.861437922	1.47E-17
GSBRNA2T00048876001	5.857143605	8.33E-05
GSBRNA2T00112441001	5.856703178	3.34E-16
GSBRNA2T00146975001	5.855848679	0.002090493
GSBRNA2T00033930001	5.847509104	0.000870864
GSBRNA2T00101538001	5.846289396	0.000111228
GSBRNA2T00089611001	5.842073394	9.63E-18
GSBRNA2T00131669001	5.839921876	1.87E-05
GSBRNA2T00099331001	5.836488972	2.29E-20
GSBRNA2T00014786001	5.8361436	1.35E-59
GSBRNA2T00156277001	5.835132923	5.94E-17
GSBRNA2T00116769001	5.827479138	2.13E-07
GSBRNA2T00138850001	5.826804012	1.83E-13
GSBRNA2T00020650001	5.823592842	0.001282102
GSBRNA2T00141261001	5.822460611	0.000323122
GSBRNA2T00079563001	5.82144193	6.17E-05
GSBRNA2T00032931001	5.820027103	7.99E-07
GSBRNA2T00020001001	5.81808306	0.000546313
GSBRNA2T00065958001	5.816864315	7.20E-14
GSBRNA2T00043305001	5.814034101	0.002355626
GSBRNA2T00078573001	5.814034101	0.002355626
GSBRNA2T00116708001	5.812436322	3.45E-20
GSBRNA2T00089647001	5.811285355	0.002494547
GSBRNA2T00123484001	5.810100053	0.001605361
GSBRNA2T00006708001	5.807811455	0.000890603
GSBRNA2T00053924001	5.805086762	3.56E-27
GSBRNA2T00034313001	5.801512117	7.49E-45
GSBRNA2T00004573001	5.800225553	0.000416552
GSBRNA2T00111449001	5.799900593	5.93E-50
GSBRNA2T00079794001	5.799026286	7.04E-05
GSBRNA2T00022134001	5.795164075	4.27E-08
GSBRNA2T00027343001	5.792981629	1.04E-07
GSBRNA2T00039306001	5.792445222	2.19E-38
GSBRNA2T00010053001	5.791544168	3.12E-54
GSBRNA2T00139002001	5.790194996	8.91E-11
GSBRNA2T00033998001	5.789353049	1.72E-16
GSBRNA2T00055141001	5.788158209	4.35E-32
GSBRNA2T00134492001	5.788148107	0.000699353
GSBRNA2T00082816001	5.78027075	3.75E-33
GSBRNA2T00099645001	5.779830271	6.85E-13
