Gene ID	Root 1 hr log2FoldChange	padj
GSBRNA2T00155209001	2.457116505	0.006120365
GSBRNA2T00139917001	2.456385302	0.000967313
GSBRNA2T00102182001	2.456266049	8.10E-08
GSBRNA2T00122205001	2.455431142	0.023896151
GSBRNA2T00015967001	2.454555026	3.43E-07
GSBRNA2T00107732001	2.453050557	0.000104606
GSBRNA2T00079610001	2.452024277	0.054266781
GSBRNA2T00074035001	2.450458819	7.32E-07
GSBRNA2T00085820001	2.450143233	4.69E-10
GSBRNA2T00051418001	2.450123939	0.000175278
GSBRNA2T00045306001	2.449355923	0.000456665
GSBRNA2T00012565001	2.448472647	0.022003675
GSBRNA2T00151920001	2.447519511	0.032608919
GSBRNA2T00101627001	2.446409123	0.017863724
GSBRNA2T00008692001	2.445731247	0.003793514
GSBRNA2T00108058001	2.44533477	0.000218251
GSBRNA2T00004854001	2.44491555	0.000101731
GSBRNA2T00069581001	2.443808779	0.00012916
GSBRNA2T00007988001	2.443593704	0.012692708
GSBRNA2T00073270001	2.443133613	2.13E-05
GSBRNA2T00044500001	2.442937839	0.006758407
GSBRNA2T00117596001	2.442148895	0.002848189
GSBRNA2T00087378001	2.441627497	5.10E-05
GSBRNA2T00021094001	2.440422991	2.93E-05
GSBRNA2T00116769001	2.44007834	0.006480847
GSBRNA2T00157565001	2.439946116	2.35E-09
GSBRNA2T00063201001	2.43880279	0.002635551
GSBRNA2T00081597001	2.438624369	0.011446248
GSBRNA2T00093534001	2.438407427	0.008166994
GSBRNA2T00150473001	2.43814598	0.036772456
GSBRNA2T00004542001	2.437244806	8.64E-05
GSBRNA2T00136047001	2.436815357	1.06E-05
GSBRNA2T00130757001	2.434292776	0.007737674
GSBRNA2T00100593001	2.434053758	0.014642699
GSBRNA2T00009968001	2.432467903	0.006743957
GSBRNA2T00093304001	2.432341269	0.02055279
GSBRNA2T00085446001	2.430097635	0.000573259
GSBRNA2T00130168001	2.428901855	0.018264555
GSBRNA2T00020609001	2.428126547	0.004000414
GSBRNA2T00019709001	2.427983296	0.000147713
GSBRNA2T00124751001	2.427954861	0.012020448
GSBRNA2T00078173001	2.42768177	0.002230369
GSBRNA2T00042551001	2.427442184	0.000453135
GSBRNA2T00002670001	2.427300672	0.005044609
GSBRNA2T00132431001	2.425877891	0.004437784
GSBRNA2T00002816001	2.42466584	9.31E-07
GSBRNA2T00063075001	2.424113866	2.63E-06
GSBRNA2T00056978001	2.423500097	0.002919914
GSBRNA2T00094846001	2.423247113	1.69E-06
GSBRNA2T00140651001	2.423166174	1.14E-06
GSBRNA2T00047520001	2.42287847	2.74E-05
GSBRNA2T00156891001	2.421751627	1.27E-06
GSBRNA2T00047165001	2.418182374	0.002979396
GSBRNA2T00084627001	2.416697196	5.09E-07
GSBRNA2T00049064001	2.415802636	0.049392416
GSBRNA2T00108343001	2.41544069	0.033445781
GSBRNA2T00151606001	2.415428669	0.00222989
GSBRNA2T00109510001	2.414620496	0.001993298
GSBRNA2T00050732001	2.41349501	0.021519937
GSBRNA2T00145307001	2.413090735	0.00024764
GSBRNA2T00033991001	2.412828497	0.05010559
GSBRNA2T00027751001	2.412321884	9.98E-07
GSBRNA2T00074588001	2.411724757	0.001078124
GSBRNA2T00076581001	2.410785793	6.76E-05
GSBRNA2T00022134001	2.410012952	0.038061358
GSBRNA2T00010914001	2.408996993	0.000299964
GSBRNA2T00121449001	2.407858059	2.72E-05
GSBRNA2T00071628001	2.407493133	0.032530054
GSBRNA2T00130035001	2.406977866	0.023051515
GSBRNA2T00024612001	2.406940136	0.045315024
GSBRNA2T00153981001	2.405151383	0.001372164
GSBRNA2T00138614001	2.404769487	0.012896802
GSBRNA2T00098968001	2.404438681	4.00E-05
GSBRNA2T00025261001	2.403118427	0.027776328
GSBRNA2T00129920001	2.402192535	0.00016986
GSBRNA2T00154700001	2.401523565	0.000154936
GSBRNA2T00003065001	2.399826571	0.000635281
GSBRNA2T00090151001	2.398680548	3.89E-05
GSBRNA2T00155923001	2.397498205	4.20E-05
GSBRNA2T00111353001	2.396201412	0.003745804
GSBRNA2T00032494001	2.395312359	0.001759247
GSBRNA2T00011397001	2.394644255	1.21E-10
GSBRNA2T00080676001	2.393819779	7.91E-05
GSBRNA2T00055819001	2.391647061	0.013403504
GSBRNA2T00067002001	2.391452166	0.043100404
GSBRNA2T00024078001	2.391232126	0.000731802
GSBRNA2T00121319001	2.391157844	0.048316487
GSBRNA2T00031368001	2.3901117	1.64E-06
GSBRNA2T00082458001	2.38944418	4.02E-06
GSBRNA2T00086359001	2.386940386	0.001769842
GSBRNA2T00151504001	2.386096117	0.012882549
GSBRNA2T00121371001	2.385886845	0.0004616
GSBRNA2T00106793001	2.385278874	5.93E-10
GSBRNA2T00000484001	2.384978517	0.034897245
GSBRNA2T00141849001	2.384277683	0.015261068
GSBRNA2T00143396001	2.383719762	0.033126617
GSBRNA2T00117832001	2.381349375	0.032107227
GSBRNA2T00066288001	2.381333896	0.008796724
GSBRNA2T00098104001	2.380771727	0.00250049
GSBRNA2T00002000001	2.380145085	0.000346263
GSBRNA2T00083551001	2.379977253	0.003015119
GSBRNA2T00009183001	2.377901465	9.94E-06
GSBRNA2T00065960001	2.377862585	1.38E-06
GSBRNA2T00148130001	2.377444326	0.002393495
GSBRNA2T00072352001	2.376569108	0.027245318
GSBRNA2T00077363001	2.375871412	0.013567597
GSBRNA2T00105219001	2.375381705	0.022569016
GSBRNA2T00143439001	2.375360395	1.70E-05
GSBRNA2T00033502001	2.375352628	0.050212155
GSBRNA2T00106165001	2.374122243	5.38E-06
GSBRNA2T00064725001	2.374039732	0.000119945
GSBRNA2T00155226001	2.373243367	0.035704883
GSBRNA2T00077583001	2.372587622	3.67E-05
GSBRNA2T00045108001	2.370389111	7.02E-05
GSBRNA2T00140961001	2.370266714	0.00075779
GSBRNA2T00140435001	2.369825751	8.54E-05
GSBRNA2T00149135001	2.36906842	3.16E-06
GSBRNA2T00121503001	2.368921197	5.05E-05
GSBRNA2T00133779001	2.368410154	0.000196915
GSBRNA2T00126686001	2.368288003	0.000916543
GSBRNA2T00141899001	2.368234166	0.000236886
GSBRNA2T00081052001	2.36819658	0.000639223
GSBRNA2T00051668001	2.367389847	0.009877665
GSBRNA2T00015791001	2.366918368	0.017802934
GSBRNA2T00126240001	2.365751574	0.000960624
GSBRNA2T00074876001	2.365276107	0.050938802
GSBRNA2T00004096001	2.364940297	0.001102363
GSBRNA2T00065829001	2.364515463	1.29E-05
GSBRNA2T00065844001	2.364268191	0.033496895
GSBRNA2T00032822001	2.363797529	0.001119651
GSBRNA2T00146533001	2.362900869	4.65E-05
GSBRNA2T00040875001	2.362451763	1.55E-08
GSBRNA2T00000286001	2.362260799	0.012019842
GSBRNA2T00088022001	2.361695332	0.011026494
GSBRNA2T00099765001	2.361693148	0.037818826
GSBRNA2T00002920001	2.360214362	0.011112327
GSBRNA2T00019544001	2.359409958	0.046467014
GSBRNA2T00109796001	2.359094904	0.000611393
GSBRNA2T00008874001	2.357481504	0.000838631
GSBRNA2T00145990001	2.357339745	0.000543375
GSBRNA2T00157300001	2.357316463	0.014743852
GSBRNA2T00001337001	2.356840398	3.34E-08
GSBRNA2T00077231001	2.356572365	0.000163271
GSBRNA2T00033750001	2.355527278	6.20E-05
GSBRNA2T00130784001	2.353477756	6.76E-05
GSBRNA2T00104059001	2.35302592	9.61E-09
GSBRNA2T00151612001	2.352763801	1.10E-08
GSBRNA2T00132390001	2.351853489	0.003550663
GSBRNA2T00013767001	2.351009184	0.003843966
GSBRNA2T00114307001	2.350315514	0.002599393
GSBRNA2T00000877001	2.349336014	0.008654051
GSBRNA2T00089393001	2.34895961	0.000357407
GSBRNA2T00024270001	2.348523057	3.68E-10
GSBRNA2T00010214001	2.348394287	0.001592201
GSBRNA2T00002305001	2.347988767	1.03E-07
GSBRNA2T00111460001	2.347100456	0.001172865
GSBRNA2T00058004001	2.346788895	0.003829586
GSBRNA2T00151879001	2.346748087	0.000627632
GSBRNA2T00071317001	2.346683	9.39E-16
GSBRNA2T00135942001	2.346633285	0.015157385
GSBRNA2T00059437001	2.346267017	8.10E-08
GSBRNA2T00032772001	2.346159679	0.004848143
GSBRNA2T00124018001	2.345818165	0.000638946
GSBRNA2T00044356001	2.345814945	1.33E-05
GSBRNA2T00118659001	2.345764068	0.017703642
GSBRNA2T00025837001	2.344607606	0.001356252
GSBRNA2T00114633001	2.342637866	2.87E-05
GSBRNA2T00078317001	2.342483675	1.77E-05
GSBRNA2T00066329001	2.341495627	1.79E-05
GSBRNA2T00016054001	2.340721554	8.04E-05
GSBRNA2T00140346001	2.340306265	1.22E-05
GSBRNA2T00126346001	2.338878864	1.33E-05
GSBRNA2T00031639001	2.338230319	1.18E-05
GSBRNA2T00104014001	2.338171576	0.000643139
GSBRNA2T00045284001	2.33798741	7.02E-05
GSBRNA2T00088647001	2.337790288	1.99E-05
GSBRNA2T00101783001	2.33639018	0.037856851
GSBRNA2T00062709001	2.33635495	2.63E-09
GSBRNA2T00094113001	2.336127042	0.01198974
GSBRNA2T00093410001	2.335860016	0.000279205
GSBRNA2T00076890001	2.335750155	0.01771778
GSBRNA2T00071520001	2.335543905	0.006236284
GSBRNA2T00006231001	2.334179931	1.71E-08
GSBRNA2T00066554001	2.332846595	0.000918109
GSBRNA2T00128658001	2.332507602	0.008614426
GSBRNA2T00059301001	2.329634871	7.75E-05
GSBRNA2T00142042001	2.32950388	5.32E-05
GSBRNA2T00154154001	2.328609775	0.00161248
GSBRNA2T00100352001	2.328541758	6.51E-07
GSBRNA2T00018640001	2.328296047	0.044592097
GSBRNA2T00127005001	2.328126315	0.007815527
GSBRNA2T00007444001	2.327497346	0.009267662
GSBRNA2T00104580001	2.325976984	0.047901813
GSBRNA2T00132701001	2.325821859	0.000446277
GSBRNA2T00082655001	2.323569188	0.001048193
GSBRNA2T00004558001	2.3222761	0.000767024
GSBRNA2T00023635001	2.322249208	1.71E-05
GSBRNA2T00131881001	2.321351957	0.021474772
GSBRNA2T00029132001	2.320887243	1.99E-05
GSBRNA2T00146588001	2.320800277	0.003233245
GSBRNA2T00067071001	2.319642718	0.008302173
GSBRNA2T00156917001	2.319391734	0.00285243
GSBRNA2T00148993001	2.317416712	0.0010335
GSBRNA2T00137451001	2.316953175	0.010639723
GSBRNA2T00045062001	2.316343209	0.000324616
GSBRNA2T00016224001	2.315134498	0.052461597
GSBRNA2T00061896001	2.314479397	0.034000429
GSBRNA2T00107437001	2.31422431	0.002939464
GSBRNA2T00032261001	2.314191877	0.003553559
GSBRNA2T00150324001	2.313012409	3.43E-06
GSBRNA2T00023846001	2.312566935	0.034710123
GSBRNA2T00130096001	2.312527575	5.67E-07
GSBRNA2T00156681001	2.312432454	0.018925972
GSBRNA2T00031489001	2.311855998	0.003599003
GSBRNA2T00123332001	2.311650602	0.004155705
GSBRNA2T00024799001	2.311599536	0.004010491
GSBRNA2T00116580001	2.311343668	0.013987156
GSBRNA2T00037488001	2.311160012	0.000124281
GSBRNA2T00032407001	2.310675439	0.000627921
GSBRNA2T00014756001	2.310323146	0.000136654
GSBRNA2T00035187001	2.309518836	8.18E-06
GSBRNA2T00035772001	2.309235633	4.94E-05
GSBRNA2T00081377001	2.307728017	0.001425649
GSBRNA2T00107098001	2.307246379	0.012490663
GSBRNA2T00047462001	2.307243062	6.79E-07
GSBRNA2T00010855001	2.306118626	0.041170153
GSBRNA2T00030379001	2.305206337	0.001053654
GSBRNA2T00014254001	2.305178251	4.04E-05
GSBRNA2T00045158001	2.303373532	0.003217662
GSBRNA2T00065447001	2.303072502	0.0152091
GSBRNA2T00116867001	2.303050738	0.048404513
GSBRNA2T00015187001	2.302995918	0.004548439
GSBRNA2T00047920001	2.301707834	0.003010029
GSBRNA2T00042295001	2.301479238	0.00105713
GSBRNA2T00127262001	2.301221277	8.64E-05
GSBRNA2T00131534001	2.300668346	1.09E-08
GSBRNA2T00154230001	2.300640206	0.020546028
GSBRNA2T00115919001	2.300587358	0.000850361
GSBRNA2T00080735001	2.299966473	0.007796756
GSBRNA2T00034931001	2.298877241	0.035000804
GSBRNA2T00006470001	2.298493779	0.006962972
GSBRNA2T00058558001	2.297900078	0.005775936
GSBRNA2T00096414001	2.297346324	0.00063558
GSBRNA2T00011701001	2.297235898	2.51E-06
GSBRNA2T00117592001	2.296443254	0.002730599
GSBRNA2T00015410001	2.294045236	0.007100273
GSBRNA2T00063071001	2.293104294	2.32E-05
GSBRNA2T00153440001	2.293071043	0.001135075
GSBRNA2T00150447001	2.292749557	0.033941159
GSBRNA2T00028391001	2.292745317	0.002296312
GSBRNA2T00089624001	2.291820251	5.85E-05
GSBRNA2T00106036001	2.291539738	0.002821784
GSBRNA2T00107065001	2.291397197	2.74E-05
GSBRNA2T00138822001	2.291227605	0.002351311
GSBRNA2T00006501001	2.291036072	0.01304516
GSBRNA2T00150665001	2.290581894	2.40E-06
GSBRNA2T00155126001	2.29008124	0.002961613
GSBRNA2T00123942001	2.28977241	0.000197343
GSBRNA2T00126994001	2.289542135	0.028760604
GSBRNA2T00067367001	2.289137631	0.023225944
GSBRNA2T00099550001	2.287894177	0.000154936
GSBRNA2T00120348001	2.286643244	0.033910902
GSBRNA2T00136547001	2.286564873	0.000304589
GSBRNA2T00155210001	2.286345804	0.000856868
GSBRNA2T00011919001	2.286203849	0.001290458
GSBRNA2T00112757001	2.285511319	0.000422765
GSBRNA2T00091097001	2.285299256	0.017703642
GSBRNA2T00114054001	2.284206351	0.001041232
GSBRNA2T00143403001	2.284130428	9.62E-06
GSBRNA2T00066364001	2.284111097	0.006305735
GSBRNA2T00035791001	2.283996649	0.013656683
GSBRNA2T00017988001	2.283508002	0.005143162
GSBRNA2T00102569001	2.283089978	0.019906483
GSBRNA2T00130746001	2.282470482	0.037763904
GSBRNA2T00092640001	2.281872662	0.004638518
GSBRNA2T00107851001	2.280510315	0.053920154
GSBRNA2T00030322001	2.280288572	0.035159521
GSBRNA2T00130880001	2.280176977	1.13E-05
GSBRNA2T00074896001	2.279509955	0.00273881
GSBRNA2T00131315001	2.279197337	0.015310578
GSBRNA2T00049014001	2.2779721	0.000109113
GSBRNA2T00055170001	2.277757114	6.39E-05
GSBRNA2T00121523001	2.276745176	0.007326747
GSBRNA2T00138265001	2.276042498	9.73E-09
GSBRNA2T00079135001	2.275081182	1.33E-05
GSBRNA2T00070404001	2.27256243	0.012539984
GSBRNA2T00130934001	2.271969489	0.002188035
GSBRNA2T00112297001	2.271617674	2.58E-05
GSBRNA2T00156317001	2.270795114	9.92E-05
GSBRNA2T00023607001	2.269697186	0.027749949
GSBRNA2T00103407001	2.268827884	2.82E-05
GSBRNA2T00122664001	2.268559421	0.008373234
GSBRNA2T00043868001	2.266720291	0.000159342
GSBRNA2T00046483001	2.265787676	4.11E-08
GSBRNA2T00054049001	2.265516001	1.08E-07
GSBRNA2T00075706001	2.264874063	0.000102411
GSBRNA2T00123816001	2.26484102	0.00363805
GSBRNA2T00034927001	2.264463114	1.28E-08
GSBRNA2T00056104001	2.26269491	1.83E-05
GSBRNA2T00140043001	2.262633535	0.021835492
GSBRNA2T00063354001	2.262306053	5.28E-06
GSBRNA2T00156999001	2.262201038	2.65E-05
GSBRNA2T00009656001	2.261814098	3.09E-05
GSBRNA2T00154805001	2.260772335	0.014962004
GSBRNA2T00137487001	2.260227029	0.000353821
GSBRNA2T00099555001	2.260033057	0.016152737
GSBRNA2T00127705001	2.259740047	1.60E-06
GSBRNA2T00069867001	2.259246403	0.028105341
GSBRNA2T00146924001	2.258421116	2.32E-06
GSBRNA2T00148241001	2.256766204	0.000112255
GSBRNA2T00000056001	2.256643289	7.82E-08
GSBRNA2T00102577001	2.256031412	0.039317242
GSBRNA2T00080479001	2.254667691	3.16E-08
GSBRNA2T00146970001	2.253710496	0.00042839
GSBRNA2T00140204001	2.253638803	2.79E-09
GSBRNA2T00116850001	2.25354513	0.002492687
GSBRNA2T00057122001	2.252642481	0.000400866
GSBRNA2T00068833001	2.252276153	0.024114242
GSBRNA2T00130774001	2.252204308	0.002473884
GSBRNA2T00055285001	2.251755508	1.07E-07
GSBRNA2T00149499001	2.251497712	0.001489479
GSBRNA2T00145363001	2.250655314	1.16E-05
GSBRNA2T00032516001	2.250553525	0.000828598
GSBRNA2T00078007001	2.249720832	3.71E-08
GSBRNA2T00090153001	2.248335965	3.73E-05
GSBRNA2T00031427001	2.247360713	0.001675293
GSBRNA2T00093927001	2.246972396	0.005840667
GSBRNA2T00139662001	2.246866881	0.008491743
GSBRNA2T00153862001	2.246770388	3.67E-05
GSBRNA2T00059861001	2.246758839	0.039631535
GSBRNA2T00005939001	2.246712398	2.48E-07
GSBRNA2T00135687001	2.246439774	0.000281693
GSBRNA2T00048726001	2.246381248	0.000671348
GSBRNA2T00065750001	2.24516629	0.01233492
GSBRNA2T00040108001	2.244713452	0.000398328
GSBRNA2T00138780001	2.244665046	0.000294079
GSBRNA2T00058096001	2.243996011	0.047974251
GSBRNA2T00026409001	2.243614847	0.000146668
GSBRNA2T00057346001	2.243422153	0.000266745
GSBRNA2T00038136001	2.242545737	0.002979396
GSBRNA2T00033460001	2.242517471	1.06E-05
GSBRNA2T00051510001	2.241655216	5.42E-07
GSBRNA2T00002989001	2.24140895	2.12E-05
GSBRNA2T00129814001	2.239288064	0.000634087
GSBRNA2T00100247001	2.239255732	0.000400789
GSBRNA2T00049220001	2.238722735	2.82E-05
GSBRNA2T00070338001	2.238700997	0.008729899
GSBRNA2T00026317001	2.238539581	0.030632864
GSBRNA2T00102052001	2.237731054	0.012984054
GSBRNA2T00149177001	2.237712643	0.001119538
GSBRNA2T00103532001	2.237553129	1.59E-06
GSBRNA2T00076785001	2.23725921	0.000405371
GSBRNA2T00142658001	2.236677903	5.46E-07
GSBRNA2T00042255001	2.236099643	0.006559392
GSBRNA2T00103208001	2.235365072	5.67E-07
GSBRNA2T00105532001	2.235009142	0.004009636
GSBRNA2T00085751001	2.234625927	0.000831809
GSBRNA2T00034257001	2.234425208	5.68E-06
GSBRNA2T00121497001	2.234193167	0.000168152
GSBRNA2T00022545001	2.233044582	0.00013559
GSBRNA2T00144532001	2.23213002	1.99E-05
GSBRNA2T00096785001	2.231037932	0.006283485
GSBRNA2T00115386001	2.228584112	0.001153571
GSBRNA2T00052478001	2.22760244	0.000309599
GSBRNA2T00072683001	2.227478035	0.032252451
GSBRNA2T00012090001	2.227034049	0.000180406
GSBRNA2T00068655001	2.225431391	0.020055229
GSBRNA2T00034700001	2.224595169	0.050872444
GSBRNA2T00072914001	2.223880172	8.59E-05
GSBRNA2T00125046001	2.222856745	2.36E-07
GSBRNA2T00136697001	2.222808253	0.038414387
GSBRNA2T00098045001	2.222074241	2.34E-05
GSBRNA2T00154013001	2.222073189	0.053240627
GSBRNA2T00075868001	2.221799276	0.001352352
GSBRNA2T00106963001	2.221278229	4.85E-07
GSBRNA2T00066715001	2.22102134	9.10E-05
GSBRNA2T00099868001	2.22040937	2.20E-05
GSBRNA2T00065808001	2.220310415	0.040924018
GSBRNA2T00027213001	2.220199344	2.64E-07
GSBRNA2T00026174001	2.219710105	0.000475532
GSBRNA2T00109547001	2.219585861	1.14E-05
GSBRNA2T00124299001	2.219267463	0.018140211
GSBRNA2T00150421001	2.21900863	0.01088991
GSBRNA2T00144408001	2.21871768	0.000308901
GSBRNA2T00094793001	2.218478893	1.38E-06
GSBRNA2T00020988001	2.21802673	0.008270667
GSBRNA2T00114025001	2.217590334	3.39E-06
GSBRNA2T00155242001	2.217464513	2.81E-07
GSBRNA2T00094201001	2.217223302	0.003183021
GSBRNA2T00047544001	2.216259535	0.000359382
GSBRNA2T00070609001	2.215996087	0.000211707
GSBRNA2T00076639001	2.215441365	0.02560097
GSBRNA2T00055169001	2.21510056	0.00011626
GSBRNA2T00047045001	2.214816909	0.007984083
GSBRNA2T00062685001	2.213458126	0.04454271
GSBRNA2T00048483001	2.213396326	0.001923074
GSBRNA2T00041906001	2.213310019	0.009502885
GSBRNA2T00154258001	2.213119532	0.00269661
GSBRNA2T00136858001	2.212504824	0.006432364
GSBRNA2T00138512001	2.212484393	1.12E-05
GSBRNA2T00008346001	2.211923624	0.001075628
GSBRNA2T00056374001	2.211639201	9.10E-05
GSBRNA2T00011813001	2.211142598	0.000236388
GSBRNA2T00037133001	2.211046201	8.49E-05
GSBRNA2T00033394001	2.210015023	0.001997253
GSBRNA2T00135566001	2.208366528	1.95E-06
GSBRNA2T00034858001	2.208181606	0.005336103
GSBRNA2T00080280001	2.208175105	0.00017398
GSBRNA2T00050485001	2.206779079	5.78E-06
GSBRNA2T00066562001	2.205917989	0.049309196
GSBRNA2T00072295001	2.205423759	0.004558859
GSBRNA2T00145678001	2.203687058	0.000133103
GSBRNA2T00151051001	2.203132119	0.001022843
GSBRNA2T00063930001	2.203016412	0.00760824
GSBRNA2T00132102001	2.202971488	1.25E-05
GSBRNA2T00073594001	2.202466227	0.002057482
GSBRNA2T00008105001	2.201473396	0.000154936
GSBRNA2T00121618001	2.199938011	0.003798613
GSBRNA2T00058154001	2.199872641	2.97E-08
GSBRNA2T00024667001	2.199158156	0.003498929
GSBRNA2T00074518001	2.198717605	0.000379465
GSBRNA2T00128798001	2.198243247	1.02E-05
GSBRNA2T00025407001	2.197694284	0.032955956
GSBRNA2T00068140001	2.19767383	0.012797398
GSBRNA2T00047568001	2.197639004	1.76E-05
GSBRNA2T00110990001	2.197612876	0.007883562
GSBRNA2T00150558001	2.196985908	2.54E-05
GSBRNA2T00135570001	2.196617075	0.000137642
GSBRNA2T00099048001	2.196123149	8.22E-05
GSBRNA2T00099917001	2.194786258	0.000896976
GSBRNA2T00015864001	2.194129427	0.001320142
GSBRNA2T00022767001	2.193514018	0.015261068
GSBRNA2T00049485001	2.193421184	0.018611541
GSBRNA2T00077312001	2.192945359	8.93E-05
GSBRNA2T00146410001	2.192545771	3.44E-09
GSBRNA2T00119156001	2.191960946	3.82E-05
GSBRNA2T00038264001	2.189781659	0.00302136
GSBRNA2T00093345001	2.188601219	0.006532388
GSBRNA2T00034808001	2.18819712	0.001035747
GSBRNA2T00100687001	2.187774893	0.000505381
GSBRNA2T00131187001	2.18743633	0.004275178
GSBRNA2T00147780001	2.186684656	0.012864077
GSBRNA2T00015665001	2.186527573	0.000223083
GSBRNA2T00061575001	2.186442572	1.28E-05
GSBRNA2T00068944001	2.186354375	0.001777585
GSBRNA2T00020649001	2.1860833	0.000752289
GSBRNA2T00007377001	2.185613934	0.00099729
GSBRNA2T00049757001	2.183836887	0.013407045
GSBRNA2T00127454001	2.183773641	0.000226392
GSBRNA2T00111617001	2.183279209	0.011970259
GSBRNA2T00016987001	2.183177029	9.07E-05
GSBRNA2T00096593001	2.183122097	0.049112042
GSBRNA2T00125496001	2.182595796	1.29E-05
GSBRNA2T00121592001	2.181705897	0.008675608
GSBRNA2T00031474001	2.181211142	0.000390384
GSBRNA2T00116454001	2.179846716	0.02631449
GSBRNA2T00048898001	2.179034546	0.000727376
GSBRNA2T00037057001	2.178027437	0.000937626
GSBRNA2T00133581001	2.177551338	1.08E-08
GSBRNA2T00108143001	2.177161796	0.001248693
GSBRNA2T00032386001	2.176866668	2.44E-07
GSBRNA2T00149021001	2.173548086	5.07E-05
GSBRNA2T00149041001	2.172526683	0.03238376
GSBRNA2T00022778001	2.171765987	1.01E-06
GSBRNA2T00019279001	2.171582498	9.41E-06
GSBRNA2T00060738001	2.171062767	0.013456931
GSBRNA2T00151271001	2.17105034	0.015261068
GSBRNA2T00065860001	2.17060645	1.77E-05
GSBRNA2T00044902001	2.170205238	0.013594169
GSBRNA2T00023469001	2.168940843	0.012736633
GSBRNA2T00116572001	2.16816754	0.015051216
GSBRNA2T00124203001	2.168071541	0.003458989
GSBRNA2T00113154001	2.166764059	7.45E-05
GSBRNA2T00151930001	2.166727219	0.000705713
GSBRNA2T00072993001	2.166142446	0.000715563
GSBRNA2T00146514001	2.165275402	0.013551425
GSBRNA2T00063766001	2.164552178	7.20E-05
GSBRNA2T00041702001	2.164432218	0.006737127
GSBRNA2T00145255001	2.164304501	5.86E-06
GSBRNA2T00133025001	2.163851672	0.002078118
