Gene ID	log2FoldChange	padj
GSBRNA2T00074464001	6.489729401	1.43E-05
GSBRNA2T00023076001	6.480818437	1.98E-07
GSBRNA2T00030878001	6.469789411	3.46E-09
GSBRNA2T00143391001	6.467264846	1.58E-05
GSBRNA2T00090594001	6.464370269	9.97E-13
GSBRNA2T00090129001	6.437021767	5.49E-06
GSBRNA2T00018439001	6.405586352	5.13E-13
GSBRNA2T00085431001	6.387506569	5.58E-07
GSBRNA2T00045121001	6.376730659	0.000104542
GSBRNA2T00142452001	6.362084336	7.31E-17
GSBRNA2T00090678001	6.35958472	4.43E-25
GSBRNA2T00120524001	6.338960227	8.49E-06
GSBRNA2T00000314001	6.33712445	8.66E-15
GSBRNA2T00002750001	6.319807042	2.60E-25
GSBRNA2T00042820001	6.310214887	5.69E-10
GSBRNA2T00072346001	6.306335964	0.00071922
GSBRNA2T00151674001	6.299851192	7.50E-14
GSBRNA2T00074552001	6.29021998	0.000326767
GSBRNA2T00077599001	6.281889965	1.75E-05
GSBRNA2T00022510001	6.281417942	5.32E-05
GSBRNA2T00038453001	6.267292467	0.00038641
GSBRNA2T00060639001	6.265452364	2.62E-13
GSBRNA2T00136273001	6.264675498	4.79E-23
GSBRNA2T00043622001	6.260749887	2.21E-13
GSBRNA2T00083863001	6.243912478	9.58E-12
GSBRNA2T00021689001	6.230919255	7.09E-44
GSBRNA2T00106935001	6.230822806	6.51E-26
GSBRNA2T00104806001	6.224252223	3.54E-10
GSBRNA2T00102801001	6.211505003	4.67E-09
GSBRNA2T00047462001	6.20668647	2.99E-09
GSBRNA2T00087396001	6.201697466	7.72E-07
GSBRNA2T00034941001	6.176642444	7.88E-26
GSBRNA2T00155562001	6.172167605	1.28E-12
GSBRNA2T00020948001	6.16669262	9.52E-05
GSBRNA2T00019264001	6.162916401	4.34E-06
GSBRNA2T00087922001	6.160464685	6.89E-05
GSBRNA2T00141419001	6.15124901	1.87E-10
GSBRNA2T00095333001	6.151089972	7.27E-09
GSBRNA2T00102632001	6.14748166	2.75E-07
GSBRNA2T00025280001	6.139546545	0.000556548
GSBRNA2T00083918001	6.13593661	0.000115821
GSBRNA2T00075489001	6.125206467	0.000257768
GSBRNA2T00030301001	6.062878585	0.000211593
GSBRNA2T00050295001	6.061700803	6.17E-05
GSBRNA2T00104769001	6.059963785	4.25E-11
GSBRNA2T00132439001	6.05903503	5.84E-05
GSBRNA2T00028866001	6.046135822	2.97E-05
GSBRNA2T00146598001	6.045992345	3.02E-07
GSBRNA2T00136751001	6.028076694	1.33E-05
GSBRNA2T00062259001	6.026503466	1.08E-05
GSBRNA2T00090596001	6.002126402	3.20E-11
GSBRNA2T00043435001	5.964304033	5.69E-14
GSBRNA2T00137474001	5.959002297	4.60E-05
GSBRNA2T00107149001	5.953727288	0.001199638
GSBRNA2T00017810001	5.938965081	0.000160322
GSBRNA2T00155030001	5.938757982	3.12E-07
GSBRNA2T00106731001	5.918530776	9.55E-19
GSBRNA2T00048186001	5.912093408	7.85E-07
GSBRNA2T00146622001	5.902938127	2.66E-08
GSBRNA2T00149973001	5.902854263	1.16E-06
GSBRNA2T00072017001	5.898259003	0.000121145
GSBRNA2T00050433001	5.896742402	7.53E-17
GSBRNA2T00137471001	5.895750961	9.45E-05
GSBRNA2T00077296001	5.890630748	1.60E-15
GSBRNA2T00024824001	5.877862148	0.000431095
GSBRNA2T00066315001	5.874789346	0.001519198
GSBRNA2T00132371001	5.865451046	8.78E-07
GSBRNA2T00152010001	5.86391566	0.000767334
GSBRNA2T00149223001	5.841263065	0.000612912
GSBRNA2T00042418001	5.836975066	0.000926153
GSBRNA2T00145860001	5.828422384	2.59E-07
GSBRNA2T00036803001	5.810074384	1.49E-09
GSBRNA2T00098566001	5.794325097	3.90E-05
GSBRNA2T00081109001	5.787839699	0.001297325
GSBRNA2T00002751001	5.778954529	2.34E-08
GSBRNA2T00151098001	5.768706167	0.000104318
GSBRNA2T00146313001	5.7680864	3.16E-05
GSBRNA2T00069307001	5.752286927	0.00014031
GSBRNA2T00068819001	5.751904479	5.81E-05
GSBRNA2T00013445001	5.742858897	0.000573702
GSBRNA2T00121481001	5.737503036	8.60E-08
GSBRNA2T00005340001	5.736061589	4.29E-07
GSBRNA2T00037741001	5.733884705	8.11E-09
GSBRNA2T00139259001	5.733851532	0.000223666
GSBRNA2T00004329001	5.722018634	0.000197255
GSBRNA2T00133656001	5.709248766	3.28E-16
GSBRNA2T00043148001	5.7078683	2.59E-09
GSBRNA2T00139105001	5.691788653	0.000606862
GSBRNA2T00014087001	5.683000244	1.57E-05
GSBRNA2T00058962001	5.678107813	4.55E-09
GSBRNA2T00100352001	5.671365786	2.72E-11
GSBRNA2T00132654001	5.656379785	2.53E-11
GSBRNA2T00136890001	5.648134952	0.001403948
GSBRNA2T00087924001	5.639399137	0.000742214
GSBRNA2T00070389001	5.62149364	0.000505106
GSBRNA2T00068167001	5.614130598	3.40E-06
GSBRNA2T00062465001	5.611077405	0.00054394
GSBRNA2T00070077001	5.601533129	1.49E-10
GSBRNA2T00105139001	5.600642275	3.15E-15
GSBRNA2T00127010001	5.592596988	0.000108276
GSBRNA2T00054812001	5.56753577	0.000427319
GSBRNA2T00025393001	5.562887373	0.000129268
GSBRNA2T00035090001	5.549905486	0.000206432
GSBRNA2T00119675001	5.54313524	6.97E-16
GSBRNA2T00071552001	5.535005014	0.000813973
GSBRNA2T00039154001	5.529103767	7.94E-06
GSBRNA2T00123829001	5.509737036	7.80E-08
GSBRNA2T00067774001	5.502733413	0.000343699
GSBRNA2T00051708001	5.499361812	0.001421748
GSBRNA2T00093982001	5.486468497	0.000673074
GSBRNA2T00008945001	5.482975785	0.000126445
GSBRNA2T00104891001	5.478773165	7.62E-34
GSBRNA2T00111932001	5.47589802	1.02E-07
GSBRNA2T00060195001	5.472964892	3.16E-05
GSBRNA2T00126311001	5.472155472	0.002148183
GSBRNA2T00132651001	5.467400068	2.09E-14
GSBRNA2T00098465001	5.464821732	8.66E-11
GSBRNA2T00106334001	5.464159681	0.000166706
GSBRNA2T00155852001	5.463427741	1.21E-09
GSBRNA2T00059839001	5.463139297	1.18E-11
GSBRNA2T00076566001	5.452262452	1.01E-13
GSBRNA2T00053919001	5.451923021	0.000496281
GSBRNA2T00070426001	5.451425717	0.000532971
GSBRNA2T00016759001	5.448586047	7.88E-26
GSBRNA2T00028825001	5.444022553	0.000640369
GSBRNA2T00047517001	5.429402669	0.000889842
GSBRNA2T00051097001	5.426902634	0.000686858
GSBRNA2T00156890001	5.417493134	2.11E-18
GSBRNA2T00072343001	5.409703364	0.000493325
GSBRNA2T00055143001	5.396920582	9.40E-05
GSBRNA2T00100953001	5.386686181	1.76E-22
GSBRNA2T00089390001	5.385738205	1.57E-05
GSBRNA2T00101523001	5.385126268	0.000307792
GSBRNA2T00078663001	5.378498903	4.04E-21
GSBRNA2T00112297001	5.364774287	4.42E-16
GSBRNA2T00070015001	5.364218462	0.001194737
GSBRNA2T00129939001	5.361399099	4.01E-16
GSBRNA2T00136602001	5.352666414	6.38E-06
GSBRNA2T00128832001	5.352067104	0.000801688
GSBRNA2T00069619001	5.316246883	2.06E-06
GSBRNA2T00007954001	5.315678204	5.18E-15
GSBRNA2T00031761001	5.315643159	0.001551172
GSBRNA2T00056537001	5.307873368	2.43E-10
GSBRNA2T00039051001	5.303648417	7.25E-17
GSBRNA2T00100180001	5.297639055	2.52E-22
GSBRNA2T00011813001	5.296793565	9.58E-14
GSBRNA2T00044009001	5.296721119	5.09E-09
GSBRNA2T00137675001	5.277166509	0.002606479
GSBRNA2T00090357001	5.276447658	3.79E-12
GSBRNA2T00051410001	5.276373438	4.55E-09
GSBRNA2T00091634001	5.27593933	1.56E-05
GSBRNA2T00117041001	5.275395196	0.000125819
GSBRNA2T00104848001	5.274998256	2.86E-09
GSBRNA2T00101565001	5.274766709	7.81E-07
GSBRNA2T00066571001	5.266310434	5.34E-12
GSBRNA2T00002433001	5.261987945	0.000603346
GSBRNA2T00114836001	5.230953547	2.11E-10
GSBRNA2T00002241001	5.230436115	0.00196925
GSBRNA2T00087846001	5.228883938	1.73E-08
GSBRNA2T00063259001	5.222182118	4.80E-07
GSBRNA2T00069242001	5.220788703	0.000482925
GSBRNA2T00157022001	5.22042985	3.24E-21
GSBRNA2T00057372001	5.213975659	0.000305646
GSBRNA2T00143279001	5.212816153	7.66E-05
GSBRNA2T00103125001	5.211180452	1.45E-06
GSBRNA2T00092271001	5.195907676	5.10E-09
GSBRNA2T00014750001	5.195426622	0.000156001
GSBRNA2T00015972001	5.193243355	0.002978217
GSBRNA2T00018585001	5.186992232	0.000208361
GSBRNA2T00109128001	5.175408148	0.000551838
GSBRNA2T00048136001	5.168593118	5.86E-06
GSBRNA2T00100059001	5.168064473	0.001658627
GSBRNA2T00131747001	5.154686702	8.59E-11
GSBRNA2T00045711001	5.15269666	0.002727057
GSBRNA2T00033413001	5.151377594	3.73E-07
GSBRNA2T00062827001	5.149001644	0.001116992
GSBRNA2T00044886001	5.146126425	0.000529931
GSBRNA2T00012768001	5.137364176	0.002086744
GSBRNA2T00122107001	5.129263393	0.004333138
GSBRNA2T00051870001	5.123910273	0.007840172
GSBRNA2T00052807001	5.120490535	0.005669355
GSBRNA2T00083405001	5.120464137	2.12E-11
GSBRNA2T00071554001	5.118143587	5.62E-37
GSBRNA2T00139014001	5.113745034	8.34E-07
GSBRNA2T00151219001	5.111524952	9.72E-12
GSBRNA2T00104311001	5.101881898	1.11E-40
GSBRNA2T00005404001	5.099107241	2.66E-12
GSBRNA2T00072302001	5.098525969	0.000668614
GSBRNA2T00134491001	5.097221753	2.09E-06
GSBRNA2T00138113001	5.096859919	6.65E-06
GSBRNA2T00030953001	5.09104592	0.00137048
GSBRNA2T00136789001	5.07253736	4.88E-06
GSBRNA2T00066974001	5.072368381	0.004101699
GSBRNA2T00108882001	5.07131722	0.00100356
GSBRNA2T00065972001	5.067387645	1.79E-06
GSBRNA2T00158384001	5.055017739	3.33E-08
GSBRNA2T00049769001	5.044743004	9.96E-05
GSBRNA2T00142920001	5.033972868	5.62E-05
GSBRNA2T00125596001	5.033035882	0.007983071
GSBRNA2T00007627001	5.025671997	4.89E-16
GSBRNA2T00155448001	5.01899282	2.27E-05
GSBRNA2T00138958001	5.011585618	0.000884637
GSBRNA2T00032822001	5.004549538	4.58E-05
GSBRNA2T00065643001	5.000490417	0.001023918
GSBRNA2T00002171001	4.995756245	0.002793627
GSBRNA2T00030323001	4.993723738	3.22E-05
GSBRNA2T00004470001	4.991904324	0.002091598
GSBRNA2T00107101001	4.990653486	0.004916826
GSBRNA2T00105220001	4.986506878	0.004679807
GSBRNA2T00048788001	4.977876755	0.001980621
GSBRNA2T00140320001	4.968752989	0.003265841
GSBRNA2T00002984001	4.967665693	0.004004149
GSBRNA2T00044673001	4.962873258	9.09E-05
GSBRNA2T00119939001	4.959054535	0.001388473
GSBRNA2T00142798001	4.947652352	4.29E-09
GSBRNA2T00016155001	4.945412605	0.000394185
GSBRNA2T00128826001	4.939504157	0.008459353
GSBRNA2T00027343001	4.937947295	5.44E-07
GSBRNA2T00031282001	4.937386748	0.000337399
GSBRNA2T00046810001	4.933234553	1.14E-08
GSBRNA2T00074132001	4.93134236	0.002409143
GSBRNA2T00112802001	4.930551564	3.51E-05
GSBRNA2T00065642001	4.924485	0.001452363
GSBRNA2T00039878001	4.904376784	2.68E-05
GSBRNA2T00110016001	4.899923896	5.44E-09
GSBRNA2T00027986001	4.893136714	0.015942519
GSBRNA2T00057616001	4.892312223	0.000264983
GSBRNA2T00025441001	4.887466368	9.36E-05
GSBRNA2T00071989001	4.884019291	0.000178472
GSBRNA2T00056309001	4.880620169	0.005211312
GSBRNA2T00120214001	4.877406199	0.000104547
GSBRNA2T00079231001	4.877303569	0.002186441
GSBRNA2T00016729001	4.87398761	5.16E-05
GSBRNA2T00126619001	4.872040679	1.16E-12
GSBRNA2T00134493001	4.858830436	0.007431576
GSBRNA2T00124719001	4.856222119	0.002027993
GSBRNA2T00116222001	4.855641456	0.00017054
GSBRNA2T00105168001	4.848273464	0.001291137
GSBRNA2T00050788001	4.844546965	0.009819699
GSBRNA2T00119752001	4.841552028	2.70E-07
GSBRNA2T00035595001	4.839895814	2.44E-10
GSBRNA2T00065861001	4.834266277	8.47E-05
GSBRNA2T00058085001	4.833888999	0.001756334
GSBRNA2T00141204001	4.832372394	0.00187661
GSBRNA2T00002311001	4.830484916	0.004784938
GSBRNA2T00031453001	4.828326092	2.12E-09
GSBRNA2T00131028001	4.818749434	1.87E-12
GSBRNA2T00155269001	4.816592216	8.66E-15
GSBRNA2T00136125001	4.808877236	0.007871222
GSBRNA2T00121286001	4.803022044	0.00039409
GSBRNA2T00008163001	4.799075833	0.01756902
GSBRNA2T00053921001	4.794082347	3.45E-05
GSBRNA2T00008668001	4.793958109	2.62E-07
GSBRNA2T00052751001	4.793796653	9.58E-14
GSBRNA2T00102580001	4.792058976	0.002167783
GSBRNA2T00000453001	4.788117216	0.00084549
GSBRNA2T00000877001	4.787676516	3.14E-06
GSBRNA2T00081934001	4.786886467	5.34E-12
GSBRNA2T00141064001	4.780622848	0.000165207
GSBRNA2T00156586001	4.779530021	3.31E-10
GSBRNA2T00002403001	4.779496029	8.20E-11
GSBRNA2T00106633001	4.776657055	0.00587812
GSBRNA2T00053231001	4.771845706	3.70E-06
GSBRNA2T00117762001	4.768366015	0.004188216
GSBRNA2T00016518001	4.762768247	0.000165339
GSBRNA2T00058934001	4.751895328	0.000286678
GSBRNA2T00135699001	4.75060286	0.00285621
GSBRNA2T00058670001	4.745514437	0.00252904
GSBRNA2T00146550001	4.740069693	3.18E-05
GSBRNA2T00151920001	4.738562724	0.000892646
GSBRNA2T00111296001	4.735022787	0.000168244
GSBRNA2T00046354001	4.732994052	0.000668004
GSBRNA2T00117039001	4.731351037	4.40E-05
GSBRNA2T00071050001	4.725561194	6.65E-05
GSBRNA2T00136837001	4.709418497	0.000139292
GSBRNA2T00002819001	4.705795664	0.003338705
GSBRNA2T00001024001	4.702041291	4.97E-06
GSBRNA2T00156938001	4.698475852	0.000329366
GSBRNA2T00112013001	4.696848939	0.004114375
GSBRNA2T00034759001	4.692133946	0.002044407
GSBRNA2T00057145001	4.687628559	0.017927935
GSBRNA2T00094454001	4.680429314	0.00015363
GSBRNA2T00012767001	4.677202705	0.004616654
GSBRNA2T00083082001	4.675661892	0.004632172
GSBRNA2T00126472001	4.671446118	0.000375677
GSBRNA2T00017092001	4.666468684	0.002601326
GSBRNA2T00000817001	4.666153565	0.000376437
GSBRNA2T00122859001	4.665565306	0.001332288
GSBRNA2T00098076001	4.665061399	2.06E-07
GSBRNA2T00024115001	4.659275385	0.004553571
GSBRNA2T00101472001	4.657996163	0.00345413
GSBRNA2T00156858001	4.65340083	2.57E-07
GSBRNA2T00092700001	4.65108183	0.000633123
GSBRNA2T00089611001	4.647243684	2.89E-06
GSBRNA2T00005673001	4.642089898	1.30E-11
GSBRNA2T00062214001	4.639779751	3.31E-24
GSBRNA2T00129532001	4.639750479	8.35E-06
GSBRNA2T00096082001	4.634643626	0.005047786
GSBRNA2T00148464001	4.61989474	6.40E-12
GSBRNA2T00051531001	4.619180653	0.004995279
GSBRNA2T00075731001	4.617756359	0.003050695
GSBRNA2T00044267001	4.611055516	0.002130331
GSBRNA2T00131132001	4.610386872	0.001613308
GSBRNA2T00001957001	4.610107729	0.001124379
GSBRNA2T00066145001	4.606897463	8.91E-07
GSBRNA2T00131588001	4.606472091	6.54E-07
GSBRNA2T00115257001	4.597339211	0.009162791
GSBRNA2T00121557001	4.590947858	0.012255995
GSBRNA2T00049208001	4.590462874	1.93E-27
GSBRNA2T00104913001	4.589610422	0.010619133
GSBRNA2T00026460001	4.589282584	8.18E-07
GSBRNA2T00092701001	4.585705305	1.51E-14
GSBRNA2T00055682001	4.58253852	0.001022306
GSBRNA2T00155209001	4.58096465	0.00510449
GSBRNA2T00052436001	4.5788305	2.07E-05
GSBRNA2T00023872001	4.577865571	2.28E-08
GSBRNA2T00069882001	4.575990817	1.07E-05
GSBRNA2T00101008001	4.573169002	9.88E-06
GSBRNA2T00006151001	4.57195727	4.85E-05
GSBRNA2T00043876001	4.566846485	1.29E-07
GSBRNA2T00129450001	4.565808827	0.00493197
GSBRNA2T00047460001	4.5643213	0.009698761
GSBRNA2T00060850001	4.561258727	3.67E-09
GSBRNA2T00105462001	4.557294047	0.014359997
GSBRNA2T00134495001	4.557277685	0.021280847
GSBRNA2T00098074001	4.556264294	4.29E-08
GSBRNA2T00005718001	4.556257041	8.31E-18
GSBRNA2T00097372001	4.554071958	4.29E-09
GSBRNA2T00130679001	4.551679581	3.16E-05
GSBRNA2T00113047001	4.550821688	1.62E-17
GSBRNA2T00139519001	4.54816926	0.002739702
GSBRNA2T00007413001	4.545391468	0.000127463
GSBRNA2T00128429001	4.54307713	0.011908494
GSBRNA2T00063042001	4.541501063	0.00034786
GSBRNA2T00048935001	4.534136896	3.47E-09
GSBRNA2T00041581001	4.533432841	0.020088474
GSBRNA2T00149964001	4.533194441	8.47E-11
GSBRNA2T00155210001	4.528285996	0.001709695
GSBRNA2T00135993001	4.527489468	8.51E-11
GSBRNA2T00068260001	4.526088434	2.61E-08
GSBRNA2T00144486001	4.524238355	9.79E-08
GSBRNA2T00072752001	4.521737124	0.009332432
GSBRNA2T00043752001	4.517236937	0.007470701
GSBRNA2T00057133001	4.511097177	0.003439529
GSBRNA2T00060620001	4.510513824	1.19E-06
GSBRNA2T00151011001	4.508805173	0.000769936
GSBRNA2T00155504001	4.502716569	8.23E-05
GSBRNA2T00008692001	4.500424772	0.000124179
GSBRNA2T00089956001	4.497599954	3.81E-05
GSBRNA2T00110020001	4.496245284	1.32E-06
GSBRNA2T00009773001	4.493924753	0.00101825
GSBRNA2T00079740001	4.489729174	1.09E-15
GSBRNA2T00016177001	4.488872037	0.000728445
GSBRNA2T00116568001	4.487463395	2.24E-05
GSBRNA2T00051668001	4.484219465	2.91E-06
GSBRNA2T00131115001	4.482782533	0.015683042
GSBRNA2T00073141001	4.477604143	0.008942092
GSBRNA2T00095035001	4.471535609	0.01238861
GSBRNA2T00066602001	4.470208345	0.005294758
GSBRNA2T00148897001	4.46839956	0.001923539
GSBRNA2T00142536001	4.467105166	0.013190611
GSBRNA2T00126730001	4.465616693	0.000496273
GSBRNA2T00027298001	4.464894497	0.005020629
GSBRNA2T00062029001	4.463493743	0.007481889
GSBRNA2T00017595001	4.461776337	0.012779547
GSBRNA2T00025070001	4.46152515	0.000506972
GSBRNA2T00016192001	4.460156368	0.00014177
GSBRNA2T00015510001	4.459125014	8.69E-08
GSBRNA2T00034514001	4.458592426	4.12E-09
GSBRNA2T00144594001	4.458463065	4.01E-07
GSBRNA2T00112619001	4.450570851	0.017677017
GSBRNA2T00085355001	4.447253928	1.00E-05
GSBRNA2T00136047001	4.446680861	0.003746762
GSBRNA2T00155850001	4.443256088	2.91E-07
GSBRNA2T00064801001	4.44242926	0.007660655
GSBRNA2T00076656001	4.42820487	6.52E-11
GSBRNA2T00016269001	4.425716286	0.002190873
GSBRNA2T00036469001	4.417247274	0.016578849
GSBRNA2T00047880001	4.414722037	0.000509541
GSBRNA2T00035401001	4.412789186	1.44E-07
GSBRNA2T00039657001	4.412577851	1.05E-11
GSBRNA2T00089721001	4.411015886	0.022062388
GSBRNA2T00058094001	4.406099677	0.003306816
GSBRNA2T00151673001	4.40591275	1.10E-11
GSBRNA2T00003272001	4.40396723	0.000253054
GSBRNA2T00003129001	4.401968516	0.000161067
GSBRNA2T00047046001	4.401825795	9.87E-11
GSBRNA2T00062568001	4.401228864	2.69E-09
GSBRNA2T00031973001	4.397427082	0.012656672
GSBRNA2T00049913001	4.394701679	0.000504308
GSBRNA2T00143027001	4.390134763	8.06E-05
GSBRNA2T00093587001	4.389555507	1.98E-08
GSBRNA2T00155314001	4.388590308	0.000118563
GSBRNA2T00151354001	4.388502464	7.54E-11
GSBRNA2T00078031001	4.3825562	0.001570453
GSBRNA2T00117331001	4.382312949	0.00013964
GSBRNA2T00043713001	4.381796519	0.012531025
GSBRNA2T00065809001	4.38076109	0.000122004
GSBRNA2T00000498001	4.380054407	0.010775449
GSBRNA2T00024223001	4.378010665	6.09E-07
GSBRNA2T00010878001	4.376078425	0.02805054
GSBRNA2T00153685001	4.372197385	0.014139235
GSBRNA2T00155039001	4.3701344	7.49E-06
GSBRNA2T00019709001	4.36975193	9.66E-06
GSBRNA2T00117125001	4.367902049	0.000783864
GSBRNA2T00028662001	4.355152866	0.004936882
GSBRNA2T00036181001	4.349366873	3.09E-05
GSBRNA2T00004831001	4.346472551	7.82E-09
GSBRNA2T00024549001	4.346084067	1.05E-05
GSBRNA2T00031993001	4.345948713	0.002995913
GSBRNA2T00104225001	4.341960841	0.008405237
GSBRNA2T00058096001	4.341919306	1.84E-09
GSBRNA2T00141057001	4.335928597	1.93E-06
GSBRNA2T00035716001	4.335650864	0.000216234
GSBRNA2T00016139001	4.335085094	0.00012435
GSBRNA2T00038815001	4.330186393	0.000871381
GSBRNA2T00150652001	4.326948377	8.99E-07
GSBRNA2T00046092001	4.325278732	0.015463288
GSBRNA2T00157107001	4.324379019	0.018731433
GSBRNA2T00014120001	4.319611877	0.000375677
GSBRNA2T00128759001	4.319588749	0.001650719
GSBRNA2T00121196001	4.319496119	0.000832777
GSBRNA2T00157104001	4.318262592	0.000525456
GSBRNA2T00142173001	4.315733565	0.000463955
GSBRNA2T00147690001	4.314226837	0.000970349
GSBRNA2T00041109001	4.309977027	1.84E-15
GSBRNA2T00011092001	4.306360883	0.03081456
GSBRNA2T00117455001	4.30454844	0.002130274
GSBRNA2T00093269001	4.304021943	1.92E-15
GSBRNA2T00072271001	4.303642925	7.02E-05
GSBRNA2T00154795001	4.302348037	1.31E-08
GSBRNA2T00108427001	4.300821799	7.28E-13
GSBRNA2T00129919001	4.299423029	8.89E-09
GSBRNA2T00146315001	4.297300972	5.86E-06
GSBRNA2T00105262001	4.297239116	0.016679259
GSBRNA2T00095068001	4.295725277	9.03E-07
GSBRNA2T00139093001	4.295123408	0.025785397
GSBRNA2T00129904001	4.294631278	0.014994114
GSBRNA2T00087677001	4.293519023	0.000231816
GSBRNA2T00112757001	4.293251007	0.007110854
GSBRNA2T00066823001	4.288990957	1.21E-09
GSBRNA2T00037906001	4.287287641	0.014114918
GSBRNA2T00129235001	4.283705263	3.13E-08
GSBRNA2T00000338001	4.279158316	0.000159561
GSBRNA2T00016322001	4.273192417	0.000168954
GSBRNA2T00128432001	4.273177659	0.024124341
GSBRNA2T00020988001	4.272317119	2.85E-05
GSBRNA2T00097948001	4.271615729	0.011290421
GSBRNA2T00047005001	4.271121274	0.005138757
GSBRNA2T00138931001	4.268300344	0.011886042
GSBRNA2T00022179001	4.266320536	2.01E-06
GSBRNA2T00150474001	4.266066533	0.0089515
GSBRNA2T00081173001	4.260891972	2.80E-05
GSBRNA2T00060697001	4.257248619	0.000951485
GSBRNA2T00009965001	4.255997247	0.023536422
GSBRNA2T00107678001	4.251017265	0.000960219
GSBRNA2T00079566001	4.24696781	0.000216117
GSBRNA2T00005388001	4.245629584	0.009397173
GSBRNA2T00127815001	4.241996875	4.96E-08
GSBRNA2T00051510001	4.23738602	2.90E-07
GSBRNA2T00042025001	4.2370472	6.88E-08
GSBRNA2T00075833001	4.236993383	0.009353024
GSBRNA2T00035718001	4.236674664	0.01147897
GSBRNA2T00082353001	4.232500199	9.52E-05
GSBRNA2T00018997001	4.227751767	0.007614958
GSBRNA2T00157106001	4.227538532	0.029929009
GSBRNA2T00106839001	4.226901811	0.020076642
GSBRNA2T00072319001	4.22634229	3.79E-05
GSBRNA2T00127001001	4.224499066	0.022939404
GSBRNA2T00010329001	4.213724118	8.18E-08
GSBRNA2T00031489001	4.212963966	1.51E-08
GSBRNA2T00136819001	4.209127389	0.006585756
GSBRNA2T00099975001	4.196018751	5.69E-14
GSBRNA2T00001515001	4.195329095	0.000603346
GSBRNA2T00119768001	4.19496036	0.000633383
GSBRNA2T00151456001	4.186691195	1.72E-07
GSBRNA2T00043262001	4.186291757	8.96E-13
GSBRNA2T00060582001	4.185341839	0.00334731
GSBRNA2T00046587001	4.179788119	0.007050501
GSBRNA2T00044850001	4.179386099	0.017068041
GSBRNA2T00140852001	4.176951452	0.001878945
GSBRNA2T00035603001	4.174078113	0.009098303
GSBRNA2T00109967001	4.171418246	1.46E-16
GSBRNA2T00134469001	4.170222451	0.01083791
GSBRNA2T00133533001	4.167733919	4.72E-11
GSBRNA2T00008096001	4.164395728	0.025123073
GSBRNA2T00003557001	4.164187504	0.009197925
GSBRNA2T00104770001	4.150051179	0.008465685
GSBRNA2T00121396001	4.148325045	9.76E-10
GSBRNA2T00020843001	4.143818442	0.007128686
GSBRNA2T00009847001	4.139038184	0.021350775
GSBRNA2T00034635001	4.137769925	2.03E-14
GSBRNA2T00008553001	4.134304087	0.003542831
GSBRNA2T00016028001	4.1331956	3.35E-10
GSBRNA2T00125210001	4.129042199	0.002019599
GSBRNA2T00129230001	4.12801044	3.61E-12
GSBRNA2T00126194001	4.126016999	5.87E-08
GSBRNA2T00011397001	4.124619328	7.44E-23
