	baseMean	log2FoldChange	stat	pvalue	padj
AT4G40045	52.3221814738579	-0.479919147863882	-1.44583367306826	0.148223858967145	0.29530242719871
AT4G40050	384.800872360466	-0.0662167615830923	-0.384306699131275	0.700751143349253	0.822691275658345
AT4G40060	987.542885808918	-0.287618783807424	-0.864324772498207	0.387409505352093	0.571509329164104
AT4G40080	179.651358809185	0.126908166879065	0.376764581680542	0.706348564065304	0.826209553141737
AT4G40090	42.0014227784354	-0.40701178692681	-0.274412552903836	0.783767597318971	0.873891875408506
AT4G38060	791.833510514279	-0.73970568571063	-1.61812400988053	0.105635875121147	0.230361897999653
AT4G38050	26.5956436434879	-0.490251056255299	-0.998775458014599	0.317903477321492	0.499498433721334
AT4G38040	236.435942373804	-0.103520925679714	-0.587931965757537	0.556577959452702	0.716451666060562
AT4G38030	52.6608718040116	3.33191101166948	3.21678035269416	0.00129637805961971	0.00714715279166231
AT4G38020	38.7763519860635	-0.831977529820318	-2.24197589936042	0.0249629299771734	0.078038215994358
AT4G38000	2.18517586470963	-0.554891693672523	-0.445771438675101	0.655762354975929	0.792357243777285
AT4G37980	675.424883354126	-0.527484115420165	-2.03576472246219	0.0417739864257821	0.116023972280752
AT4G37970	38.0587054638249	0.777713089915307	1.2713739748051	0.203595636686563	0.367583719534264
AT4G37940	68.3019648774927	-0.106388150948213	-0.112797902819484	0.910190781040425	0.948246424166434
AT4G37930	5893.13956699986	-1.61793627192119	-4.721799089222	2.33767546238299e-06	3.32504092513017e-05
AT4G37920	143.226549154468	-0.651932007371611	-3.19963310347754	0.00137602633050925	0.00751408362372317
AT4G37910	2372.42056459207	1.19087455428552	3.04923313323836	0.00229426366005895	0.0114719631186365
AT4G37880	355.666394005577	0.454293841231243	2.25406782285878	0.024191901561936	0.0761362322109329
AT4G37870	4911.7207018339	-0.0313636746849234	-0.0986634262554871	0.921405508751456	0.9550876492558
AT4G37860	0.722118459557332	-0.0632077936484192	-0.0997136822172453	0.920571637843505	NA
AT4G37850	13.688704640527	-0.117871078030171	-0.0265163109712657	0.978845523899645	0.988681771074065
AT4G37840	2.31414248885045	-1.18507691088614	-0.926620837389369	0.354123432126718	0.537158196907901
AT4G37770	55.6091589245871	-2.29243384155984	-5.04963425474297	4.42656750537592e-07	7.89108842566562e-06
AT4G37760	264.776059797198	-1.20782247065128	-2.37520244824818	0.0175393273457722	0.0591437022002716
AT4G37750	330.836844591843	-0.768757009901279	-1.57497692581336	0.115261770703364	0.24573063661876
AT4G37740	95.2234317408263	-0.208429983435484	-0.607174880554119	0.543734860617074	0.706573960715155
AT4G37730	134.987660513027	0.788641676910434	1.8570649441602	0.0633019149163017	0.158817505660411
AT4G37680	221.972155987789	-0.384455295127207	-1.20060472050236	0.229904569073224	0.40021841373598
AT4G37670	171.077267662006	0.111099529712236	0.437107277332289	0.662033549855466	0.797117518037229
AT4G37610	1071.56029294863	-0.689528219945487	-1.02241573410236	0.306584176737388	0.487585513690015
AT4G37580	154.658790420531	-0.48457904997464	-0.639030512458865	0.522803082495557	0.689692246824741
AT4G37560	138.802578485111	-0.570828219991043	-2.43240217532315	0.0149990425640326	0.0524083433102333
AT4G37550	378.598760504875	0.0919970037033149	0.374118896773281	0.708315860285476	0.8273031314977
AT4G37540	482.681873258956	-0.203064908683565	-0.687440702986499	0.491805055501876	0.663185696339797
AT4G37520	894.524338094954	1.8525037928252	3.7552971674515	0.000173135928273676	0.0013186050085261
AT4G37510	361.410519711183	-1.26859027718131	-6.53951531635123	6.1718521360792e-11	3.28752758541872e-09
AT4G37490	90.0734121408907	1.24807388256206	4.12327091791354	3.73529932866043e-05	0.000366141654855084
AT4G37460	411.622956592383	-0.3846778469858	-2.79923264380997	0.00512242166106912	0.0219544697114143
AT4G37450	526.855484248629	-0.842483153770821	-2.4048573548604	0.0161787795208801	0.0556744035698218
AT4G37445	95.9628263594875	-0.700449078063594	-2.96179598603913	0.00305850366473088	0.0144987579800765
AT4G37440	232.436644789072	0.0590015227607121	0.327944084053061	0.742953940986075	0.848388547117026
AT4G37430	774.977501161583	3.1981348041043	5.04715584051946	4.48435562527541e-07	7.96219270751246e-06
AT4G37420	0.292723127219536	-0.0761533641184553	-0.0861114777864316	0.931377799563953	NA
AT4G37400	30.6622958001641	-0.902258126862592	-1.70847163361939	0.087548865440239	0.201237967060374
AT4G37390	747.307942292802	0.722892378747548	1.29813619077566	0.194240540038257	0.355369847576659
AT4G37360	154.858593888618	-1.39916400174537	-5.19364242515515	2.06219044885057e-07	4.0992659525699e-06
AT4G37310	307.055965954597	0.466248987232252	1.09649690290429	0.272861377955901	0.45111762616982
AT4G37300	793.460564349993	-0.904445447599799	-3.19238506352708	0.00141103088375231	0.00767695732502673
AT4G37330	234.257067161215	-1.31218617100478	-4.09795657498937	4.16813450025355e-05	0.000400406484308915
AT4G37295	21.5777025290725	-0.558202821748277	-0.734387122772469	0.462712832787576	0.638705287044425
AT4G37280	234.217964573991	-0.22464326106936	-1.25091087130878	0.210966997111759	0.376649658365811
AT4G37270	621.268668110636	-0.723739253045533	-5.86755853601177	4.4225889478304e-09	1.43058690856092e-07
AT4G37260	529.079803608259	-1.00862048042117	-3.595216215108	0.000324122274017601	0.00224463191010009
AT4G37250	70.9027424597302	-0.780254267829491	-1.40356622783151	0.160448057704809	0.31125628553334
AT4G36880	70.3040619739781	2.20671594106033	2.99529066204701	0.00274183431152046	0.0132806899635885
AT4G36900	201.920997753079	0.395009572310111	1.34643586757842	0.178161990126267	0.334142943952816
AT4G36930	18.138914963164	-0.734531622651662	-1.48149167079883	0.138475602816592	0.281074666253279
AT4G36960	396.207864356184	-0.322976531169745	-2.34154046718118	0.0192043439326643	0.0633704847218294
AT4G36970	229.94246029406	-0.302984198047121	-1.18078044489345	0.237689954415108	0.409523724481812
AT4G36980	740.493745400094	0.0265333055016595	0.156589688440534	0.875568229718197	0.926752437244478
AT4G37000	82.6518185202716	0.0140205236911431	0.0574782291402717	0.954164248061824	0.975047086065725
AT4G37010	447.252921148707	0.774799394623171	2.21711080235929	0.0266155208018298	0.0820084396580109
AT4G37040	142.372505104855	-1.15040784527708	-4.64214408481761	3.44812264995374e-06	4.66861111608272e-05
AT4G37050	15.5337639404161	-1.04930252940982	-1.08224393595116	0.279144150461032	0.458649203994479
AT4G37070	245.097984305907	0.884684010057723	1.07343258575639	0.283077070638081	0.462038914102946
AT4G37080	382.226073184843	-1.53864252694577	-4.68829497680543	2.75490728263012e-06	3.84110936248218e-05
AT4G37090	200.260650915784	0.360431702837044	1.76514178632434	0.0775399393613215	0.184402227132371
AT4G37100	36.3378951389599	-0.0134668846020979	-0.0366891852538404	0.970732831756001	0.984719803779241
AT4G37110	90.3208656513123	-0.399939704604446	-1.64078002071035	0.100843087040959	0.223285545929769
AT4G37130	107.836136690923	0.60589989798608	1.99558053148189	0.0459796003847398	0.124281839933896
AT4G37150	292.941867822458	2.27074259749185	4.84670692265413	1.25527653654206e-06	1.95386044283638e-05
AT4G37160	137.280565587835	2.16428457771766	2.51348148625832	0.011954605239969	0.043591797873394
AT4G37180	491.030972899288	-0.202027209822484	-0.569536581072367	0.568992052848902	0.726335481971358
AT4G37200	371.528957703722	-0.774092249545698	-3.33218467626754	0.000861670556620833	0.00513278966233072
AT4G37210	442.758962947339	0.212952538157188	1.58572007543389	0.112802823077964	0.241733922594563
AT4G37240	38.6763319835839	-1.63195503883791	-3.6223729563947	0.000291912837135343	0.00205192464854796
AT4G35910	172.103695835206	0.163578902767994	0.743147099482487	0.45739262681604	0.633907628237452
AT4G36870	393.92153345472	-0.793045759609286	-2.03996331107169	0.0413539800925911	0.115206197419562
AT4G36860	506.03721623256	-0.499751375019574	-2.05095194720402	0.040271626556924	0.112901435246491
