	baseMean	log2FoldChange	stat	pvalue	padj
AT4G40045	52.3221814738579	0.253547609384687	0.629886028715506	0.528769154439485	0.698986806241846
AT4G40050	384.800872360466	-0.0672479879983985	-0.39594889115051	0.69214273230678	0.823580029631381
AT4G40060	987.542885808918	-0.0595273004121104	-0.179035211051428	0.857910053925796	0.921630441189851
AT4G40080	179.651358809185	0.904227290588325	2.76974704629816	0.0056099842257387	0.0291825210368109
AT4G40090	42.0014227784354	-2.62080778886971	-2.75790315909266	0.00581734289926311	0.0300119380190612
AT4G38060	791.833510514279	-0.291804259295833	-0.647330890189357	0.517417813401448	0.690232399238989
AT4G38050	26.5956436434879	-0.0920488894220227	-0.201965477947101	0.839943712616543	0.910791400410668
AT4G38040	236.435942373804	0.191202080932133	1.0772882776727	0.281351497599636	0.472998607487033
AT4G38030	52.6608718040116	0.174360801121744	0.224663629680501	0.822240960616623	0.899759460819335
AT4G38020	38.7763519860635	0.452410317189145	0.830943404519384	0.406005602006015	0.595389663392206
AT4G38000	2.18517586470963	0.398150272831088	0.293823285488595	0.768892940817935	0.867727402457617
AT4G37980	675.424883354126	-0.683370324323844	-1.77848431117551	0.0753243464056849	0.19441288549914
AT4G37970	38.0587054638249	-1.39158092410133	-2.71764145890549	0.00657490430841235	0.0327483237626297
AT4G37940	68.3019648774927	-0.638087460079947	-1.91759009401562	0.0551630071888793	0.155499072871818
AT4G37930	5893.13956699986	-1.02876519552878	-2.92293144482155	0.00346752853075955	0.020272821294254
AT4G37920	143.226549154468	-0.745458509953501	-2.65344437080714	0.0079674902479525	0.0379270074303085
AT4G37910	2372.42056459207	0.779538373364602	1.99961817378347	0.0455415099751271	0.135306105446219
AT4G37880	355.666394005577	0.447596235641019	2.2050788805723	0.0274485597951478	0.0940038307262966
AT4G37870	4911.7207018339	0.984660552679385	3.10577626763721	0.00189780247799759	0.0128969629677614
AT4G37860	0.722118459557332	0.105261990484156	0.115843090893551	0.907776898793719	NA
AT4G37850	13.688704640527	0.925161002414378	1.09372152349172	0.274077131493364	0.465421248347851
AT4G37840	2.31414248885045	-0.439313450617969	-0.33471217632861	0.737842215377802	0.85071659716564
AT4G37770	55.6091589245871	2.20692894446416	5.13004875682751	2.89667141000197e-07	1.25580038574429e-05
AT4G37760	264.776059797198	2.2884978535094	3.7126252411342	0.000205120501375421	0.00238970480941353
AT4G37750	330.836844591843	0.422467542104521	0.865083426252618	0.386993000738612	0.57927947415878
AT4G37740	95.2234317408263	-1.50984021107754	-3.8632241904104	0.000111900222557223	0.00150123156776363
AT4G37730	134.987660513027	-0.325948098843514	-0.878168069125611	0.379852517503267	0.57221682141164
AT4G37680	221.972155987789	0.0984993649790816	0.30804087712037	0.758051228201024	0.862353047041063
AT4G37670	171.077267662006	0.531596383580803	2.01875404936612	0.0435127891863637	0.13081923461938
AT4G37610	1071.56029294863	1.04636091014309	1.548349779599	0.121538105416968	0.268614148302619
AT4G37580	154.658790420531	0.417311594592992	0.55777834542365	0.57699575137267	0.737069148686094
AT4G37560	138.802578485111	0.39043269955615	1.10113901765186	0.270836157816157	0.461947305796291
AT4G37550	378.598760504875	1.19845865210528	4.3080798637167	1.6467792746504e-05	0.000333486572174186
AT4G37540	482.681873258956	-0.798301161864999	-2.61002561398995	0.00905354435278302	0.0416348438400768
AT4G37520	894.524338094954	1.20447132719641	2.45040058344265	0.0142697362359308	0.0582362971749455
AT4G37510	361.410519711183	0.0137164590727611	0.0424989628294003	0.966100938547202	0.980857452905499
AT4G37490	90.0734121408907	-1.06376402665156	-2.84919305940565	0.00438302750166704	0.024258895358861
AT4G37460	411.622956592383	0.142527118617682	0.981937246783058	0.326130764627615	0.520256901682675
AT4G37450	526.855484248629	-0.853858314046404	-2.35911782220846	0.0183184386432259	0.0701421665164835
AT4G37445	95.9628263594875	0.399185979706072	1.68136236125979	0.0926925517265076	0.22351788160255
AT4G37440	232.436644789072	-0.0606662689064138	-0.326699131483979	0.743895457213147	0.85448722526096
AT4G37430	774.977501161583	2.86386601344737	4.95957783723187	7.06465371932558e-07	2.62970153302355e-05
AT4G37420	0.292723127219536	-0.0849651288291726	-0.111097681027513	0.911538887631384	NA
AT4G37400	30.6622958001641	-1.40480027724554	-2.2998093305709	0.0214590246124577	0.0787103003611523
AT4G37390	747.307942292802	1.65672475491774	3.11728488348382	0.00182525098672685	0.0125589712779899
AT4G37360	154.858593888618	1.16526596764672	2.59417003796721	0.00948195794457481	0.0431500367159475
AT4G37310	307.055965954597	1.83140809449182	4.40029201836369	1.08105298509371e-05	0.000235742226581359
AT4G37300	793.460564349993	0.077790648457842	0.256943182681635	0.797222634383004	0.88503417598384
AT4G37330	234.257067161215	0.259527973315737	0.868983450477379	0.384856182831766	0.577188949895891
AT4G37295	21.5777025290725	0.420496338847339	0.588393798378481	0.556267999412458	0.720625318023628
AT4G37280	234.217964573991	-0.846546882488719	-4.21154083184723	2.53634695667507e-05	0.000472056787581993
AT4G37270	621.268668110636	0.498188686056768	3.46161593875991	0.000536942792722472	0.0049594817370636
AT4G37260	529.079803608259	-0.5096176532292	-1.80003250984531	0.0718555050611779	0.188294179087752
AT4G37250	70.9027424597302	-2.19581881425719	-3.7883506693169	0.000151650700719518	0.00189332398067527
AT4G36880	70.3040619739781	2.08116218819637	3.06072312356229	0.00220803174696788	0.0144172885275599
AT4G36900	201.920997753079	-0.331133558934048	-1.18559414164869	0.235782616910134	0.422160758351724
AT4G36930	18.138914963164	-1.79635147532413	-2.82583169857806	0.00471580344660016	0.0256091388961112
AT4G36960	396.207864356184	-0.21683984285621	-1.50086005254297	0.133391762332733	0.286617147240844
AT4G36970	229.94246029406	-1.13170410609292	-3.88185247285032	0.000103663761971971	0.00141052601964109
AT4G36980	740.493745400094	-0.328696260189841	-1.94707534330944	0.0515257025612332	0.147984724048477
AT4G37000	82.6518185202716	1.62702879795318	4.58245263744565	4.59553815943185e-06	0.000119939584290344
AT4G37010	447.252921148707	1.27268483328559	3.63516133078759	0.000277806729680342	0.00301996364131861
AT4G37040	142.372505104855	-0.179111341079603	-0.591223060490331	0.554370973448084	0.719656166131955
AT4G37050	15.5337639404161	-0.421440768597319	-0.624271365155508	0.532449385993882	0.701531496123438
AT4G37070	245.097984305907	0.287973204871879	0.319266079301982	0.749524752536639	0.857915383101957
AT4G37080	382.226073184843	-1.09013175108906	-2.90974674940607	0.00361721728094475	0.020985867744606
AT4G37090	200.260650915784	-0.0355054822208314	-0.174210648964971	0.861699916845311	0.92423116376329
AT4G37100	36.3378951389599	-0.805444144415485	-1.80988839270984	0.0703130965043256	0.185160538996966
AT4G37110	90.3208656513123	-0.591159087662446	-2.08911557069347	0.0366973210481073	0.115730353617859
AT4G37130	107.836136690923	0.245203240822887	0.798111557078455	0.424805755338862	0.612555856868896
AT4G37150	292.941867822458	2.20046014443471	4.67978661469137	2.87173644734593e-06	8.15079571344357e-05
AT4G37160	137.280565587835	-4.26137860586911	-5.95451424395625	2.60845411334603e-09	2.57513961787666e-07
AT4G37180	491.030972899288	-0.214043458794534	-0.590793083339995	0.554659069932778	0.719797629686604
AT4G37200	371.528957703722	-0.331431005234908	-1.27686612096088	0.201649516811415	0.380989779327187
AT4G37210	442.758962947339	0.168984194353281	1.22380966989124	0.221024035618243	0.404891247176823
AT4G37240	38.6763319835839	0.250086100143273	0.467128855411104	0.640407690530864	0.785377106298484
AT4G35910	172.103695835206	-0.352897632785009	-1.53274927314009	0.125337643607817	0.273994329065154
AT4G36870	393.92153345472	1.03764036169837	2.5853425152663	0.0097282303075172	0.0438930212459141
AT4G36860	506.03721623256	-0.520851610046676	-2.14580809485379	0.0318882925477561	0.104258376178995
AT4G36850	726.939246973696	-1.46242141335614	-1.76133684051302	0.078181408137766	0.199523326002516
AT2G23790	744.900026051823	1.01929210445365	3.41600613820656	0.000635468145594939	0.00562537956370959
AT4G36810	524.351750878364	0.209048635111136	0.960996013944075	0.336554172051284	0.531020580909447
AT4G36790	66.4013447095716	-0.270903780462519	-0.843300573587706	0.399060362114276	0.589631647779879
AT4G36780	869.796059059055	-0.639958137070751	-1.87033378242331	0.0614374810844101	0.167930730816438
AT4G36770	0.245170981073226	0.0884717210844125	0.100040631600167	0.920312067877096	NA
AT4G36760	701.234995353477	1.18980275148673	5.80629332258554	6.38710276900947e-09	5.27371462722987e-07
AT4G36750	790.17766770999	0.567997584920897	2.5185641187929	0.0117834426993019	0.0506808244627364
AT4G36740	54.4303499972589	-1.5266702322664	-2.59219215991532	0.00953664873513589	0.0433299710539628
AT4G36730	532.134433885163	0.801099798308147	2.18328189690653	0.0290150568673633	0.097820806977664
AT4G36720	178.754834921723	0.0924243960964527	0.529089409731221	0.596743427581563	0.752244577516939
AT4G36690	636.787159647724	-0.289424757265694	-2.06858553654862	0.0385849963269799	0.120037071121697
AT4G36670	270.26353522152	0.667419457327375	2.28767505290184	0.0221564515510251	0.0806072386189407
AT4G36660	102.084877439134	-0.317990020018745	-1.06837991678719	0.285349172461443	0.477654143698398
AT4G36640	119.391366342875	0.709630648128769	2.10136020363932	0.0356093585956974	0.113398890556631
AT4G36520	1046.09083320678	-0.958330731635424	-3.3742959040773	0.000740047706739918	0.00632015354627673
AT4G36500	242.256713574878	1.52052303393684	3.17411374096905	0.00150294782358548	0.0108466615873779
AT4G36470	132.562030311121	-0.565546574772734	-1.88222762371279	0.0598051165594632	0.16458988544746
AT4G36480	456.354987328851	-0.378494479652714	-3.01909003857828	0.00253535169674284	0.0159083466567647
AT4G36430	1386.85916252522	1.820018180986	3.69068734654993	0.000223648896999441	0.00254707348839802
AT4G36440	193.478825795418	-0.0251866013700807	-0.119199022720193	0.90511768088654	0.947301298408447
AT4G36410	87.6275896234118	1.08140790067013	2.901404945593	0.00371493466530386	0.0214432120099284
AT4G36390	616.885907675228	-0.392476142223603	-2.30798588171707	0.020999921753569	0.0775702397578169
AT4G36380	63.6390813210024	-1.4080556334984	-3.85880582803887	0.000113942418989885	0.00151965054401708
AT4G36360	749.173010362709	-1.47228086923111	-4.03056087987217	5.56439138427781e-05	0.000887969600203779
AT4G36280	192.204610740763	0.317192570253731	1.24645873679257	0.212596028971063	0.39494854430961
AT4G36260	14.1957370005323	-1.16878792869099	-1.58449110697993	0.113082003798531	0.25561892717429
AT4G36250	375.454569124349	-0.324208666023758	-0.883139548077272	0.377160878716472	0.569718293686111
AT4G36220	1261.61098929853	0.177952233798362	0.409428572206135	0.682225175101754	0.816262532823426
AT4G36210	254.955091593769	-0.00444301207781564	-0.0246195670334356	0.980358411793738	0.989689027207428
AT4G36195	606.626247585073	-0.0469587925940742	-0.407466566945775	0.683665344648474	0.817132582283164
AT4G36180	315.348949491105	-0.948322465209233	-2.25195933334055	0.024324842029116	0.0864254190165335
AT4G36160	18.2203008433567	0.538454740386693	0.924405703678045	0.355275126215441	0.549402253912922
