	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT4G40045	52.3221814738579	-1.49839262832647	0.42110069528498	-3.36551904071688	0.000763997940306486	0.00424477082958987
AT4G40050	384.800872360466	-0.342846826361248	0.229502035211626	-1.44142236215507	0.149465396434024	0.277600884012707
AT4G40060	987.542885808918	-0.977995144716364	0.402894630080014	-2.05557591715589	0.0398234111047868	0.102458178881455
AT4G40080	179.651358809185	1.78791339832487	0.401518593562777	3.91980286995524	8.86214271221176e-05	0.000715689428020697
AT4G40090	42.0014227784354	0	1.28105045660108	0	1	1
AT4G38060	791.833510514279	0.78109149726617	0.49531284996281	0.781968906420006	0.43423284724134	0.589773004448484
AT4G38050	26.5956436434879	0.0105339876473566	0.50803513070941	-0.262565603275166	0.792885414649159	0.874641890626437
AT4G38040	236.435942373804	-0.209801194389974	0.232107956927289	-0.899451870781769	0.368412020840497	0.527986004734436
AT4G38030	52.6608718040116	6.18716669873758	1.01711196199925	5.67667397472444	1.37338869704036e-08	4.09279033652344e-07
AT4G38020	38.7763519860635	-0.952573329460906	0.434899152982282	-1.79511140175142	0.0726359525331022	0.161736262010611
AT4G38000	2.18517586470963	-2.19343887955748	1.30878293129992	-1.35177186829704	0.176448306124209	0.312450663308032
AT4G37980	675.424883354126	-0.884310217794255	0.331355296895329	-2.74295874680358	0.00608883343287649	0.0232759853038903
AT4G37970	38.0587054638249	0.682494747151928	0.578147355795781	0.733925816756471	0.462993951603967	0.615900717179527
AT4G37940	68.3019648774927	1.98470431891978	0.890860795419589	2.0333710369762	0.0420150511999403	0.106616713150498
AT4G37930	5893.13956699986	-2.14999094018243	0.41008836267369	-4.63576706309331	3.55616256472405e-06	4.78213818511002e-05
AT4G37920	143.226549154468	-0.586353175521926	0.266027795473244	-2.20038555724613	0.0277795516533426	0.077623056928635
AT4G37910	2372.42056459207	0.0188599496286839	0.454969908030237	0.0568519767644922	0.954663109387475	0.981369247910481
AT4G37880	355.666394005577	0.378879239572282	0.268328913408456	1.35482566929451	0.175473106186797	0.311374629181059
AT4G37870	4911.7207018339	2.19437060181304	0.308714909632413	6.96124729956699	3.37273111830309e-12	3.1917159215814e-10
AT4G37860	0.722118459557332	0.323637110107393	0.944904772493132	0.242639427367889	0.808284735124459	NA
AT4G37850	13.688704640527	-1.30722906689225	1.21770091541218	-1.05041658891096	0.293526621939907	0.449194461495611
AT4G37840	2.31414248885045	0	1.34264125641083	0	1	1
AT4G37770	55.6091589245871	-0.317155417016864	0.488246762516792	0.00306429415426259	0.99755505083086	1
AT4G37760	264.776059797198	-0.798537698051531	0.58068639238818	-1.58831732069829	0.112214602771358	0.224391367641366
AT4G37750	330.836844591843	-1.2379286987357	0.536553130800832	-2.08735753178589	0.0368558278240626	0.0963842470701011
AT4G37740	95.2234317408263	-1.16495847805248	0.428056041075661	-2.35023999868987	0.0187613098031716	0.056940399400922
AT4G37730	134.987660513027	-0.336368725486241	0.483845707869126	-0.640200463499811	0.522042281508218	0.66841700110203
AT4G37680	221.972155987789	0.708214516811011	0.384826719040768	1.5093494440739	0.131209505415969	0.251736041287125
AT4G37670	171.077267662006	0.0600805764854215	0.320753019012618	0.313661687058947	0.753778002527606	0.846887555602692
AT4G37610	1071.56029294863	0.850681944813843	0.707516104995748	0.862283414770652	0.388531577113227	0.546561657975916
AT4G37580	154.658790420531	0.173308246710012	0.760224143525063	1.03822107618086	0.299167142571777	0.454874167463848
AT4G37560	138.802578485111	-0.289974706737821	0.309178936603909	-0.967663547330807	0.333212429011381	0.49176128780933
AT4G37550	378.598760504875	0.855686135605365	0.320401954686272	2.34857568869295	0.0188453685953788	0.057109578721601
AT4G37540	482.681873258956	0.47988269814004	0.36474263368902	1.19173196239371	0.233366361183639	0.382198373544889
