	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT4G40045	52.3221814738579	0.510089512983254	0.412577560269578	1.23908993012101	0.215312195802851	0.372065709098682
AT4G40050	384.800872360466	-0.326980661372333	0.171219633951985	-1.90936495761583	0.0562150280126909	0.13581574212163
AT4G40060	987.542885808918	-0.156149334661655	0.344508924511548	-0.45322251169208	0.650388523840054	0.784655371923521
AT4G40080	179.651358809185	0.788538605990012	0.334424196960076	2.35789133830378	0.0183790719128678	0.0569739670702608
AT4G40090	42.0014227784354	-2.80290785528175	0.91787583858937	-2.95358274414001	0.00314108388854936	0.0137171762369678
AT4G38060	791.833510514279	1.2004684295338	0.450197524101371	2.66665243930951	0.0076610854108575	0.0281174423572513
AT4G38050	26.5956436434879	-0.23416746071643	0.448223108444772	-0.522328328337947	0.601441748569414	0.747989208035677
AT4G38040	236.435942373804	-0.0410891411049689	0.178364573810585	-0.230431509812214	0.817756478571253	0.902300873195895
AT4G38030	52.6608718040116	6.87688232789727	0.896122040508004	6.37103361741133	1.87758477302716e-10	8.09457360985524e-09
AT4G38020	38.7763519860635	0.165875398344434	0.524613391796658	0.317606275719936	0.750783613123792	0.858591706290296
AT4G38000	2.18517586470963	0	1.38026484193336	0	1	1
AT4G37980	675.424883354126	-2.97437001271304	0.382875012197634	-7.71103836454727	1.24798137204695e-14	1.36893956656842e-12
AT4G37970	38.0587054638249	-1.8728516257465	0.512753375013259	-3.63760945041051	0.000275180267260362	0.00178929912117593
AT4G37940	68.3019648774927	0.688990577845984	0.335942922123523	2.05077853635986	0.0402885186919778	0.104811949047051
AT4G37930	5893.13956699986	-1.97790949164745	0.362735230680038	-5.45527865213879	4.88961064103573e-08	1.0842536132e-06
AT4G37920	143.226549154468	-0.443914001738348	0.25365588043436	-1.75359019092811	0.0795007530089263	0.176395566640272
AT4G37910	2372.42056459207	1.12629234533775	0.403087692928219	2.79348870351743	0.00521428501867799	0.0205489829243734
AT4G37880	355.666394005577	0.480446601166701	0.209084157135053	2.29793633674894	0.0215654127971874	0.0645909031609316
AT4G37870	4911.7207018339	1.03991024242951	0.245774919426404	4.23091077322481	2.3274698994995e-05	0.000224839171427419
AT4G37860	0.722118459557332	0.470023505021543	0.955076760552659	0.253914195011194	0.799561848075389	0.89017157189901
AT4G37850	13.688704640527	1.84606692620521	0.81498857392251	2.23057123939616	0.0257095436732436	0.0740757725543349
AT4G37840	2.31414248885045	1.01425799855833	1.0573433926391	0.927877265179184	0.353471238740483	0.527204399780891
AT4G37770	55.6091589245871	3.65368034934949	0.530571842316516	6.73408247349934	1.64967591008194e-11	8.99461530032324e-10
AT4G37760	264.776059797198	-0.08338400570377	0.664280938552555	-0.162626421527651	0.870812582556645	0.935970966927942
AT4G37750	330.836844591843	-1.51811250548312	0.506438486691126	-2.99911953082173	0.00270761059024188	0.0121622692323489
AT4G37740	95.2234317408263	-0.810517041159367	0.362983955864595	-2.2319440519005	0.0256186609012254	0.0739173129629442
AT4G37730	134.987660513027	0.962886138881633	0.374674518554571	2.56942012112214	0.0101868874013299	0.0354504446491184
AT4G37680	221.972155987789	-0.0372350972141383	0.32719122602212	-0.11379548899167	0.909399914628101	0.959639087674605
