	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT4G37460	411.622956592383	-0.0509660139798638	0.157386580925846	-0.304120468130076	0.761036113619962	0.937264160859259
AT4G37450	526.855484248629	0.278443259867028	0.373698661894932	0.876993957893524	0.380489919897776	0.749787693718686
AT4G37445	95.9628263594875	-0.0144093655005973	0.250300799155601	0.0250556444626445	0.980010579654943	1
AT4G37440	232.436644789072	0.154724306849015	0.197573666413454	0.723579793490372	0.469323750406253	0.806587620505048
AT4G37430	774.977501161583	4.40079848145569	0.570752282906029	7.13655190365931	9.57011798016357e-13	7.24749195558648e-10
AT4G37420	0.292723127219536	0	0.920035259273404	0	1	NA
AT4G37400	30.6622958001641	-1.20801885690218	0.538612314075651	-1.78672392781542	0.0739821197708879	0.368387810797406
AT4G37390	747.307942292802	-0.639032242144277	0.564989783293069	-1.56254679810558	0.11815923027377	0.455843524313362
AT4G37360	154.858593888618	0.683849038298362	0.312836580914228	2.13068060263661	0.0331154641661757	0.242227697894252
AT4G37310	307.055965954597	1.50671676739025	0.408403480671532	2.94452300980615	0.00323452894296	0.0556482002555016
AT4G37300	793.460564349993	-0.13609293645127	0.311335351869826	-0.324069339679432	0.745885538768747	0.933120327104362
AT4G37330	234.257067161215	1.1393648869196	0.319875906555024	3.50853996224054	0.000450573537312026	0.013415538244275
AT4G37295	21.5777025290725	-0.376543330341804	0.76548767470513	-1.10720292842073	0.268206201732889	0.653911229556082
AT4G37280	234.217964573991	-0.634050165644397	0.201507829184077	-3.03819028875344	0.00238003612955107	0.0447683253828515
AT4G37270	621.268668110636	0.302993657946675	0.144552920593384	2.05782762277243	0.0396066834530323	0.266358769260586
AT4G37260	529.079803608259	0.431647994943568	0.299309350358666	1.29294212931131	0.196031075112342	0.567913153069073
AT4G37250	70.9027424597302	-0.0640063016043309	0.561051931494887	-0.256264440290218	0.797746653167983	0.949353161835163
AT4G36880	70.3040619739781	0.188685183742788	0.769850502037499	-0.448992531690254	0.653437044126232	0.897772809611686
AT4G36900	201.920997753079	0.665772056882772	0.318085531971991	1.98889697774099	0.0467125754382701	0.288831962720549
AT4G36930	18.138914963164	-0.0357956729272706	0.511413710568922	-0.0049579658840535	0.996044131774947	1
AT4G36960	396.207864356184	-0.149757904884879	0.157852164041491	-0.915076998263452	0.360151209355857	0.735112597309524
AT4G36970	229.94246029406	0.120995166036247	0.283305696636033	0.441295195769107	0.658999303694354	0.900199974256784
AT4G36980	740.493745400094	-0.00332538375955975	0.192390944846329	-0.0256818681299395	0.979511086223663	1
AT4G37000	82.6518185202716	0.318910280217914	0.25911326787774	1.22770105070797	0.219559211875476	0.597191475907779
AT4G37010	447.252921148707	1.63739834259417	0.373628860464713	3.92598455671171	8.6375697502745e-05	0.0040119783976075
AT4G37040	142.372505104855	0.227342557242755	0.273867591753465	0.835733107754328	0.403305065430081	0.766310421038633
AT4G37050	15.5337639404161	0.717833182841456	1.15437082031992	0.161784739114052	0.871475371136706	0.973594013531112
AT4G37070	245.097984305907	0.724558938245562	0.90906857290838	0.0829330971071075	0.933904736994325	0.990918696601666
AT4G37080	382.226073184843	0.0563662601552985	0.357239259671786	0.320506072781647	0.74858472756614	0.933701345360343
AT4G37090	200.260650915784	-0.0784660608515345	0.229476809939898	-0.336167542502465	0.736744527372833	0.929696535744621
AT4G37100	36.3378951389599	-0.317469943985972	0.412974574422699	-0.812509712608883	0.416499215704729	0.775826086838469
AT4G37110	90.3208656513123	-0.351745769457292	0.268434624666601	-1.18836690601886	0.234688888754497	0.616283893310089
AT4G37130	107.836136690923	-0.0494264045650731	0.335988694746815	-0.121338395401332	0.903423009542645	0.982343167434609
AT4G37150	292.941867822458	3.4579867222142	0.469269605181356	6.43788748675037	1.21147746706697e-10	5.70311203280338e-08
AT4G37160	137.280565587835	1.51069853703381	1.17936107887149	0.575228913875483	0.565136490460362	0.861579640335981
AT4G37180	491.030972899288	0.244416191081381	0.383042023762624	0.633887052045653	0.52615453617512	0.842098659477923
AT4G37200	371.528957703722	-0.210832503741417	0.255373311574053	-0.655735206430092	0.511994512192527	0.831585267938216
AT4G37210	442.758962947339	-0.0615723366863742	0.155607843422725	-0.405556335556543	0.685068617306255	0.911298191896214
AT4G37240	38.6763319835839	-0.134830597076409	0.456699034779327	-0.204596174619974	0.837887644393438	0.960721939967409
AT4G35910	172.103695835206	-0.10554817726865	0.243213734895984	-0.372184876517748	0.709755205385252	0.919448032231784
AT4G36870	393.92153345472	0.0933141188849504	0.415535698352464	0.166537660677711	0.867733848028566	0.971478378778953
AT4G36860	506.03721623256	0.232615323129065	0.255624618172258	0.997065448302488	0.318732742814252	0.700263233392865
AT4G36850	726.939246973696	1.95236883314578	0.831400154870121	1.75544846580713	0.0791826282080056	0.378071002776053
AT2G23790	744.900026051823	0.260639459760979	0.328328845914072	0.725562787606602	0.468106840630791	0.805919239903837
AT4G36810	524.351750878364	0.291693858483987	0.225291457947407	1.30407095004745	0.19220939258723	0.563425666081676
AT4G36790	66.4013447095716	0.620103498862418	0.312047483948958	1.88082645036564	0.0599955308413198	0.332906367975447
AT4G36780	869.796059059055	0.500041423480431	0.367506576763305	1.17036277333533	0.241855010007139	0.625242134276911
AT4G36770	0.245170981073226	0.126575477780183	0.919975355506506	0.247012372958976	0.804898648495002	NA
AT4G36760	701.234995353477	0.783430476552801	0.223983846164904	3.28018229749379	0.00103740031196784	0.0244181603160215
AT4G36750	790.17766770999	0.2550735863665	0.251866953166901	0.894804295566118	0.370891713680065	0.742691065646213
AT4G36740	54.4303499972589	0.915366582473689	0.778833310406726	0.947652053733212	0.343306617095565	0.721055668222663
AT4G36730	532.134433885163	0.112069990993052	0.394022612487325	0.326999954727704	0.743667919455071	0.932093615118086
AT4G36720	178.754834921723	0.203764452971291	0.185409236304304	1.13748861698923	0.255334080483075	0.638288226905196
AT4G36690	636.787159647724	-0.192702297967909	0.158848927597701	-1.1799343255122	0.238026336389538	0.620135539772116
AT4G36670	270.26353522152	0.74352602800589	0.32462238716124	2.0734892416853	0.0381267713140676	0.261145144612045
AT4G36660	102.084877439134	0.589715760088399	0.228604849399103	2.66817157388186	0.00762653007695953	0.0985402807897125
AT4G36640	119.391366342875	0.0296177250918367	0.371813715634437	0.123502016977869	0.901709577202397	0.981639357529237
AT4G36520	1046.09083320678	0.802144081865097	0.301602756678539	2.67035582305716	0.00757709041673917	0.0983195028417328
AT4G36500	242.256713574878	1.81162355776937	0.517038168913657	2.97416125482949	0.00293790638020906	0.0518990398889263
AT4G36470	132.562030311121	0.230006746577747	0.295941889739098	0.903351377325756	0.366339436913802	0.739596868932091
AT4G36480	456.354987328851	-0.161650051087941	0.135993618601969	-1.15087607983488	0.249783219803063	0.63257319335572
AT4G36430	1386.85916252522	3.19522417831943	0.507699388011494	5.23172025397398	1.67939772882635e-07	2.37819102769897e-05
AT4G36440	193.478825795418	-0.254410312678223	0.232998637636317	-1.03131178204479	0.302394634969096	0.686089586022106
AT4G36410	87.6275896234118	1.20789341771594	0.559362444274862	1.68766198308507	0.0914761335000488	0.403399176556575
AT4G36390	616.885907675228	-0.304787351508074	0.168741204401945	-1.72476285739301	0.0845702179488454	0.38990049132689
AT4G36380	63.6390813210024	0.73985874573574	0.334774041329982	2.11228745095688	0.0346618015528076	0.248044067151521
AT4G36360	749.173010362709	0.0949224802002807	0.381421876387253	0.396519306192074	0.691721968290802	0.913364777495096
AT4G36280	192.204610740763	0.182074853483261	0.268319563037695	0.723395486154787	0.469436943610464	0.806587620505048
AT4G36260	14.1957370005323	-1.23887347422145	0.853701103960524	-1.26898123859507	0.204447755581567	0.579695752355483
AT4G36250	375.454569124349	0.25069519239063	0.37108936008446	0.582288548575068	0.560372337589456	0.859460339808543
AT4G36220	1261.61098929853	0.862683325716653	0.459429990602459	1.79454439939902	0.072726318573124	0.365794691569932
AT4G36210	254.955091593769	0.405786440879533	0.188363422887289	2.0352790491071	0.0418228030196612	0.272631311460268
AT4G36195	606.626247585073	0.754800235268073	0.122075166605914	6.13007702921443	8.78365353568659e-10	3.05987354569178e-07
AT4G36180	315.348949491105	-0.480440763177633	0.445647928011697	-0.890183604787763	0.373367306656712	0.744406635402018
AT4G36160	18.2203008433567	-0.726713898399947	0.618448952330965	-0.781706677663949	0.434386976365128	0.785767198497019
AT4G36150	173.8319501046	-0.185631975677944	0.275106928160389	-0.734269316501624	0.462784614603423	0.801815608084605
AT4G36140	408.759488462057	0.107857423843221	0.355383528646991	0.212578795253052	0.831655512351755	0.957990590182055
AT4G36130	2755.72162135373	-0.430471843587409	0.13270387021844	-3.15670814171687	0.00159560964317331	0.0331369460978382
AT4G36120	38.9434900345275	-0.134118606870302	0.587151403777327	-0.46028663338969	0.645310494185166	0.896288830139553
AT4G36110	18.0100372312557	-0.119951188673155	0.613494269391468	-0.121818769012562	0.903042549134417	0.982276595317759
AT4G36105	66.1980606778137	0.206722067985521	0.412115329805367	0.377591024381006	0.705734433432627	0.917771925723411
AT4G36090	2.83139834709639	1.04232947225456	1.28130386276878	0.459622155391625	0.6457874535878	NA
AT4G36080	305.916356763336	-0.113935587419093	0.265051014145535	-0.550578156950936	0.581922885893833	0.869163617879787
AT4G36050	69.7737873307707	-1.04878841901884	0.460753090370197	-2.09572117502442	0.0361069323239689	0.253082715178628
AT4G36040	2801.15096422129	0.776345814227008	0.393808692524025	1.62074059284442	0.105073283977473	0.431371894754218
AT4G36010	175.618454573879	0.52835431852176	0.565206029433081	0.746059414474014	0.455631524763347	0.797295913507167
AT4G35987	53.8579677743108	-0.486361454279777	0.30689139516678	-1.5754032789114	0.115163388040231	0.449454602931829
AT4G35970	53.9614436872831	0.213002234046897	0.499992197302736	0.874164746803849	0.382028541380237	0.751035342410945
AT4G35950	2.44086467949259	-0.618457185135729	1.15469426796108	-0.0634620068387679	0.949398612383258	NA
AT4G35940	198.119303771646	0.161792545018992	0.29403182107587	0.632503658249615	0.527057818766998	0.842615244358291
AT4G35920	225.472857725721	-0.673667810460056	0.288155766865612	-2.05991639207663	0.0394065343534852	0.265755696423514
AT4G35900	8.99811039167809	-1.47727280058025	0.691211942794751	-2.14220953055758	0.0321766249335156	0.238186337905641
AT4G35890	1170.06582729942	-0.0326087939724412	0.237451658780497	-0.200003953131869	0.841477489436344	0.961831531105765
AT4G35880	94.4657725869905	-0.103991257462361	0.320396169413356	-0.301976562213322	0.76266993002726	0.937949023935603
AT4G35860	705.724351030117	0.910505678281086	0.336680243535658	2.48580056662762	0.0129260381353651	0.13965306496124
AT4G35850	273.021214622224	-0.0624603866415501	0.188455206862926	-0.370846628802641	0.710751768991926	0.919913299187883
AT4G35840	249.334444637542	0.59764152948573	0.26243314006281	2.05152835974398	0.0402155207550334	0.268913130856492
AT4G35830	3031.55467837229	0.432152186990237	0.212229408648479	1.83625374427444	0.066320137382259	0.351755223180325
AT4G35810	2.72070348615535	-0.612309746412425	1.18350572682872	-0.0604114030715767	0.951827976908387	NA
AT4G35800	1063.24165432331	0.348751483396127	0.16283436659173	2.05657906206936	0.0397267339894088	0.266857019910344
AT4G35785	309.182189133543	-0.272369665806859	0.189259843481638	-1.38364037659082	0.166468598550898	0.529114972547362
AT4G35770	571.865147197211	1.52960873344118	0.835792018535772	1.56365828349517	0.117897839492538	0.455664625089003
AT4G35760	347.645384023203	0.146366925008223	0.392198873290856	0.48003920272489	0.631199517606914	0.889714100619666
AT4G35750	893.26790904425	1.01040344729979	0.291067037076274	3.25771181746553	0.00112314402002873	0.0259111556832589
AT4G35730	170.159662301646	-0.120597169757514	0.387317823305674	-0.333015512508471	0.739122573563869	0.930576255123125
AT4G35690	11.9252497449083	1.19371066521479	0.799026478732833	1.36176178344881	0.173273075926041	0.539326382501748
AT4G35600	656.250710529209	0.377974439162283	0.270659144694962	1.17652956127496	0.239383326747882	0.622135584479781
AT4G35590	12.0546778727556	-1.45706852892573	0.640524789761804	-2.14108840576715	0.0322669094900026	0.238651817196121
AT4G35550	83.4531619546421	-0.282426117892419	0.27520383064081	-0.9594535251903	0.337330321663173	0.717063649344538
AT4G35540	60.7892671617456	0.090449216089155	0.480679146532802	0.175443830412744	0.860730902945784	0.969303088350014
AT4G35530	24.0955487278917	-0.89502849384896	0.443611852663277	-1.81786704764023	0.0690844558831935	0.358618116788152
AT4G35500	235.866490631489	0.0913086022656195	0.209883511815743	0.375843888313944	0.707032957688034	0.918465855168402
AT4G35470	508.056664918642	0.327999564817361	0.358728713427367	0.822313354027616	0.410898578369893	0.771398085583832
AT4G35450	2075.01688818211	0.0576039027994636	0.197094119108558	0.368140027659458	0.712768825714886	0.920994614710822
AT4G35440	225.191320894352	0.081377758704098	0.325579053086415	0.541732532094982	0.588002775261261	0.871565482233076
AT4G35420	2.67678278295981	-1.8292749682977	1.12211473235477	-1.3887590031896	0.164906045548002	NA
AT4G35410	57.5968251466175	-0.330848598049477	0.318842722789371	-1.02088386033261	0.307309466645902	0.690494877455923
AT4G35390	41.6534811361695	0.608893037931686	0.843577269206068	0.231455202136864	0.816961184071955	0.955420251768812
AT4G35380	237.568773995923	0.602758465980682	0.528514759264912	0.477325475803866	0.633130372698768	0.890505711104808
AT4G35360	351.598265713928	-0.103176361029332	0.148125149574174	-0.683339473745532	0.494392356463976	0.822095965682139
AT4G35350	261.688671438849	1.45303426380347	0.401466879383156	3.30996481484605	0.000933076995985813	0.0225413801887391
AT4G35320	7.31360029878226	1.52441469367314	0.789622878191061	2.20614312518997	0.0273739800148389	0.216763891385558
AT4G35310	1531.60327782731	0.138117424768734	0.182548587167061	0.695773014159617	0.486570991750503	0.816955227907294
AT4G35300	355.659827348089	0.671789848500685	0.286410871799387	2.27341900522856	0.0230009419254981	0.195429466565037
AT4G35290	610.991738663549	-0.424057900414682	0.230827660222504	-1.63623343577122	0.101790741192328	0.425120615760354
AT2G17200	583.567470303332	0.237621804893983	0.199014345411251	1.07267414167005	0.283417346269648	0.666739680806688
AT4G35280	13.8183733731258	-0.0971034076031589	0.646888699683105	-0.0235173194719984	0.981237623364594	1
AT4G35270	118.120210333762	-0.552265137333312	0.325351207922367	-1.37475885904839	0.169206216707703	0.532367739906548
AT4G35260	1076.25100307335	0.560561404716078	0.242181513429523	2.14517235524387	0.0319390690460883	0.237032255920224
AT5G60620	323.624702315379	0.224823863410786	0.145239308029389	1.49705916758079	0.134377863196221	0.482000333845093
AT4G35230	670.714706595388	0.362235544290494	0.240284047107536	1.37662063334009	0.168629568222571	0.531618066841764
AT4G35030	67.7172613122377	0.0443740774817038	0.396232466157417	0.342491455496509	0.731981073161846	0.928440815551584
AT4G35020	428.390416351545	-0.284760601989427	0.182920495917483	-1.51056792831171	0.130898570366325	0.476805116360651
AT4G35010	1.22841148160136	0.480442073068188	1.3696443169331	0.206011472219483	0.836781949982133	NA
AT4G34990	52.9366940250875	-0.391399651054125	0.398924529566429	-0.890657313737339	0.373113041549739	0.744345774563435
AT4G34970	68.752873597777	-0.0256535553649822	0.381377839197056	0.0525428529903188	0.958096150723445	0.997329901267744
AT4G34960	273.036847381973	-0.268307916951102	0.180514526234955	-1.39121715640758	0.164159586263506	0.524551765462805
AT4G34950	400.094969031942	0.101859651554143	0.382316088334471	0.100408120896659	0.920020322807379	0.987341445068623
AT4G34940	0.430377033334884	0	0.92044809251335	0	1	NA
AT4G34910	159.415864484026	-0.349136365828867	0.251943125803944	-1.2995225930159	0.193764645076162	0.56428566927547
AT4G34890	944.742621865235	1.31434582677352	0.338397094739455	3.37295811924173	0.000743652629093085	0.0193327484978259
AT4G34880	42.4184783034566	-0.435007756727958	0.377281251792852	-1.10678726803932	0.268385914189664	0.654036133851255
AT4G34860	175.054298692477	0.563160332948227	0.28153668927217	1.83582147627811	0.0663840640986208	0.351879984318252
AT4G34850	5.70990818709136	0.395886784635178	0.912979899972474	0.622142210919772	0.533848361251752	0.84570902740182
AT4G34830	475.553551230454	0.253885595373945	0.227758458341027	1.18100140324198	0.237602165856828	0.619822453930543
AT4G34810	7.28369580907293	0.931298190698195	0.891237383902452	0.791810833519468	0.428470984517215	0.781657355625521
AT4G34790	3.41418331220794	0.836286655426872	1.00354768329898	0.434003088005604	0.664286198633118	NA
AT4G34770	6.67745943720109	0.0537871965967207	1.02647560210239	0.148453638154127	0.881984771850665	0.976052281390867
AT4G34760	74.9575410603852	-0.388427673682782	0.429125987376083	-0.704588076719762	0.481066620707673	0.812648472455266
AT4G34750	18.4393557355071	-0.552141843628255	0.770205358179502	-0.873540228305948	0.382368689275118	0.75111456676596
AT4G34740	212.231798440171	-0.53453270837002	0.189059790590541	-2.63551927077516	0.00840086553998106	0.104863656781923
AT4G34710	1442.71688670874	-0.115300781625774	0.305050495868472	-0.349725249681663	0.726544902370138	0.924959854976223
AT4G34700	1251.43671910126	0.198794942474286	0.139415773849212	1.44346345152772	0.148889961008675	0.505726470524396
AT4G34680	295.177632335758	0.703683848791544	0.285375715056006	2.43957504646644	0.0147045480837334	0.150353726513863
AT4G34670	2455.60060375878	-0.527289413635768	0.183634125822562	-2.72068030379265	0.00651477328474927	0.0894202687736508
AT4G34660	346.661410620773	0.0174375891986375	0.175115799646101	0.0771369980008087	0.938514560520039	0.991611826536863
AT4G34650	310.564868812456	-0.301950053533107	0.491586091299425	-0.526190618996133	0.598755771285101	0.875514441256203
AT4G34640	415.757587396847	-0.244385523080827	0.150124570847742	-1.55477070025207	0.120000689567418	0.458995670962774
AT4G34630	195.880707083905	0.333326086570065	0.267319443358473	1.19777579324	0.23100431341684	0.611866352052085
AT4G34620	548.388790831077	-0.140089781176376	0.264546872243979	-0.414672720667065	0.678381504851161	0.909136650880783
AT4G34590	364.332248157081	-0.880560266793964	0.252189214358155	-3.39683260411393	0.000681706552512151	0.0182201116787684
AT4G34580	145.376215113678	0.0620288815436228	0.370634507847733	-0.0806187447944674	0.935745158537408	0.991225864713279
AT2G16370	466.683610694115	-0.087810442736099	0.146671243738756	-0.581411656530489	0.560963043183094	0.859532868265255
AT4G34560	218.161377006113	-0.403367760158705	0.266102126127328	-1.34870614299632	0.177431371617258	0.544609144410504
AT4G34540	109.279166772099	-0.111049443978191	0.377784117696677	-0.616968954151388	0.537255203469495	0.847327229941987
AT4G34530	530.366382906111	0.69947309846391	0.319389695889253	2.06656616465883	0.0387750518110945	0.263410238863356
AT4G34500	106.716095287599	0.0627664426097105	0.489458723446955	-0.124807246379337	0.900676150471918	0.981234500182629
AT4G34490	850.504749198225	0.0782334606937575	0.183687259020385	0.432359011311302	0.665480503830558	0.903090368300836
AT4G34480	895.334412385783	0.968175102150416	0.45938242521031	1.40657018956561	0.159554877861761	0.517492815120502
AT4G34460	919.211589540402	0.127799153042675	0.223623125636146	0.577891560176772	0.563337333724494	0.860697211758918
AT4G34450	1854.33948063666	0.157501468660015	0.176250534049359	0.817919975553131	0.413402883310912	0.773522517370782
AT4G34440	0.553471544909749	0.156304755553249	1.06749268417799	0.399139094070139	0.689790717787388	NA
AT4G34430	451.236684385047	-0.175051829759987	0.148418724009391	-1.14414904691685	0.252561830005623	0.635559691089214
AT4G34420	1.50967848582669	1.30864554271532	1.3382676411217	0.933077464917579	0.350779973402789	NA
AT4G34412	146.085138272837	-0.455377621930401	0.317109519999932	-1.44309701764492	0.148993143361539	0.505871129620047
AT4G34410	252.898484330186	0.697070141725951	1.11394264262543	2.24194323845235	0.0249650410498249	0.204957217726801
AT4G34390	372.128208012263	0.26469150079505	0.257770030835723	0.91916865494564	0.358007363506951	0.733448879058867
AT4G34380	16.4396421040771	2.12167527264946	0.927954194724834	1.61792276868838	0.105679242735764	0.43219559755143
AT4G34370	193.901106235201	-0.0490955759104735	0.245994175124872	-0.248212731003472	0.803969816604707	0.951216889352491
AT4G34350	1386.42383313545	0.244754719314767	0.268221841274198	0.845762233914293	0.39768539752054	0.762037590809744
AT4G34310	147.070289762531	0.368006635571941	0.276362852914645	1.18693503533146	0.235253246476718	0.61726055825433
AT4G34290	455.683706657481	-0.622296203880362	0.229831046965901	-2.4836906609826	0.0130028706356834	0.140064317088642
AT4G34280	154.962625142898	0.692840282811123	0.284826578666228	2.33127103847552	0.0197390723532907	0.177958158514295
AT2G18990	224.98291911485	0.0282558610741839	0.194463374335272	0.166612351893276	0.867675074149665	0.971478378778953
AT4G34270	258.082190652473	0.0769771312610278	0.184740598014449	0.411167066074692	0.680950035660871	0.910174256123669
AT4G34265	24.2377924703854	-0.0219359387407418	0.463930282214152	0.00532244889227978	0.995753320253515	1
AT4G34260	648.526606554153	0.481095826427887	0.201586925879808	2.4890233306085	0.0128094559543681	0.138580809821854
AT4G34250	129.326187913638	0.251306901985063	0.395799000750735	0.596760710164613	0.550667153132317	0.854478438597657
AT4G34240	154.577398880382	0.288510746509568	0.331814928298755	1.10112922665795	0.270840418473459	0.655727003443433
AT4G34230	915.460305698499	1.06783756975526	0.38086697109981	2.42518771933743	0.0153004728880265	0.154155803285204
AT3G57230	168.731965095274	0.00660876535727538	0.313061913874364	-0.135754933728342	0.892015018817749	0.978561659341112
AT4G34220	313.841274449391	-0.20063741641197	0.331686764229166	-0.406648223327964	0.684266373585603	0.910786466079324
AT4G34200	2624.09814462528	-0.337363401442975	0.401756313850457	-0.94622182778714	0.344035455156488	0.72165662390372
AT3G42050	1604.54020218574	0.180657590295796	0.132067312267765	1.33389469258997	0.182238371208405	0.5503929275479
AT4G34160	557.039149579077	-1.00265458541307	0.429222367212554	-2.10775755414396	0.0350519660968515	0.249096346583011
AT4G34150	1432.50305189528	0.918815504341243	0.507923177266391	1.68516961531042	0.0919558515099441	0.404809544147063
AT4G34140	35.040263754875	-0.0715667290086908	0.475873803730659	-0.407164219301502	0.683887379248286	0.91056945523346
AT4G34138	1066.35254956575	1.2402355653296	0.458438602571391	2.28404536923556	0.0223688647211389	0.19229229282003
AT4G34131	1325.64658303141	1.36693879675257	0.49417497498375	2.3510643660098	0.0187197953290061	0.172064060707456
AT4G34135	612.165961793777	0.373626595853456	0.499075449030408	0.608662482296108	0.54274817983898	0.850158361551346
AT4G34120	488.214157582653	0.252410898045781	0.40693284844693	0.647871797937005	0.517067872729198	0.834997979528757
AT4G34110	15316.4490994376	-0.20829366708206	0.225868732288587	-0.839866024128886	0.400983509360284	0.764895850659929
AT4G34100	1122.50528292342	0.597587277538531	0.237816720265238	2.37729496823258	0.0174401355917372	0.165877633162295
AT4G34060	150.385171655605	-0.288027636119475	0.204654199011649	-1.31660789126338	0.187970092306767	0.557192489414442
AT4G33970	13.2315220093839	0.659399584905312	0.647952748337109	0.913314927444631	0.361076933689837	0.735418467573004
AT4G33950	107.479270449718	0.525146495193742	0.300629715599116	1.86512176157786	0.0621643389036551	0.33870927011562
AT4G33945	82.5928855928432	-0.234388675180604	0.271170234601589	-0.84503474616868	0.398091439475648	0.762392159734671
AT4G33940	105.977348207915	-0.838757712644099	0.407150745771046	-1.94039290842366	0.0523319577826628	0.308466342016386
AT4G33925	16.0560671057076	0.108842849723315	0.483711220635375	0.47615976088187	0.633960564438855	0.890658630411931
AT4G33865	490.76540944074	-0.466294503214837	0.186400772396493	-2.44636596167207	0.0144304443156	0.148551701589315
AT4G33880	5.22385721036996	0	1.32009976150487	0	1	1
AT4G33870	15.608318483106	1.41449416035634	0.626512287278891	2.17106941005567	0.0299259259648948	0.228139017320533
AT4G33800	16.3511717202442	-0.90914941516068	0.868186647859761	-1.30016937445202	0.193542924639308	0.56428566927547
AT4G33790	503.514965413194	-0.319916328389493	0.94165876273599	-0.864648543391505	0.387231720130481	0.75409988173487
AT4G33770	718.40249698364	0.899332498601101	0.597981711724532	1.46016505831669	0.144244715912199	0.498206318016794
AT4G33760	346.195737492066	0.0570459536592592	0.176812372578718	0.331126065795653	0.740549263529977	0.93112589851766
