AGI_code	log2-fold change	P-value	FDR
AT4G37710	10.27957173	1.2175E-09	2.68678E-08
AT4G30380	9.303205047	5.91742E-07	7.2332E-06
AT5G10040	7.368716664	8.05991E-05	0.000567934
AT2G26400	7.329641088	1.4125E-60	5.93369E-57
AT1G51020	7.006996147	2.84233E-05	0.000229324
AT3G20395	6.971485695	1.14818E-08	2.09104E-07
AT3G47720	6.845739153	1.6329E-05	0.000139469
AT1G72350	6.699477203	1.09672E-08	2.00455E-07
AT2G34390	6.570728746	7.38444E-05	0.000526371
AT1G04370	6.52714263	8.70636E-07	1.02162E-05
AT2G17850	6.266131845	0.000366716	0.002101653
AT2G30670	6.259863352	1.40427E-07	2.00877E-06
AT1G20310	6.216718777	7.60829E-06	7.05026E-05
AT3G49620	6.161943898	2.5753E-10	6.52366E-09
AT2G14560	6.030798785	0.000365665	0.002097538
AT3G29970	6.0072852	0.009149319	0.032352494
AT5G22570	5.902012119	1.30538E-31	7.31156E-29
AT1G30135	5.783711971	0.001925005	0.008715601
AT1G22810	5.761768684	0.000598975	0.003202623
AT4G10265	5.744824849	5.66929E-05	0.000417987
AT1G76650	5.677215146	4.96401E-08	7.82966E-07
AT1G64160	5.602582572	3.22497E-25	8.74037E-23
AT2G44070	5.563335105	0.000178206	0.001130552
AT5G22545	5.551507157	0.000481991	0.002653688
AT1G67270	5.462395366	5.15677E-29	2.32101E-26
AT4G28811	5.412515942	0.004078056	0.016482905
AT4G11642	5.396208714	0.002306551	0.010130096
AT3G43190	5.338320745	0.000113521	0.000767514
AT4G33070	5.259355648	3.17535E-06	3.22071E-05
AT4G19750	5.180546945	0.000352484	0.002031175
AT2G36970	5.084114105	4.52972E-09	8.82316E-08
AT5G01900	5.057767046	3.5382E-26	1.14334E-23
AT4G24110	5.025297075	1.61089E-09	3.45554E-08
AT5G38200	4.988515877	1.06409E-48	2.68205E-45
AT1G69920	4.927473978	2.75994E-33	1.88011E-30
AT2G02010	4.879994365	5.01271E-33	3.23962E-30
AT1G77120	4.872775487	2.41587E-05	0.000198539
AT4G19760	4.851322035	3.48261E-06	3.50556E-05
AT2G47520	4.839056599	5.8216E-05	0.000427172
AT5G25180	4.828000993	0.004413182	0.017633839
AT1G35140	4.766011659	3.02698E-06	3.08512E-05
AT3G16150	4.705991454	3.26149E-07	4.27488E-06
AT2G36800	4.698548146	0.00123376	0.005977876
AT1G05675	4.697664033	7.80157E-13	3.16139E-11
AT1G67100	4.692652624	0.001165998	0.005703274
AT2G14247	4.621870317	0.000400617	0.002260981
AT3G49480	4.618381244	0.005102102	0.019959409
AT4G32630	4.604958467	0.000168164	0.001073326
AT2G15780	4.592648915	4.47175E-08	7.12005E-07
AT2G16060	4.572021329	5.55235E-07	6.83287E-06
AT5G62520	4.51612558	1.72958E-14	9.6234E-13
AT5G05340	4.441394369	0.001819894	0.008314378
AT3G46190	4.425833814	5.35527E-10	1.26861E-08
AT2G43620	4.42354767	6.0832E-36	6.38862E-33
AT4G15310	4.421479321	7.88218E-15	4.62024E-13
AT5G22520	4.390774549	1.86178E-13	8.39468E-12
AT3G23170	4.388443592	3.98857E-09	7.87867E-08
AT1G69930	4.362555304	3.22083E-27	1.21166E-24
AT3G43200	4.335604222	0.000819976	0.004213559
AT5G07430	4.299345931	6.99258E-07	8.40077E-06
AT3G10040	4.294125639	2.82307E-12	1.0391E-10
AT3G60120	4.288477608	0.000100232	0.000686887
AT2G30660	4.276033876	7.05014E-10	1.63176E-08
AT4G30064	4.254633874	0.000676795	0.0035613
AT5G05530	4.253591227	8.67107E-22	1.37455E-19
AT2G41230	4.249860675	7.366E-16	5.10055E-14
AT2G39400	4.246216727	1.90785E-46	3.69903E-43
AT5G39890	4.227263885	9.70282E-05	0.000667441
AT1G66600	4.222150725	6.99929E-14	3.49341E-12
AT3G02840	4.218704727	1.59166E-07	2.25254E-06
AT4G10270	4.191474232	2.29313E-08	3.89214E-07
AT4G08380	4.177448706	1.80416E-09	3.83421E-08
AT5G39580	4.173093576	6.1859E-34	5.19234E-31
AT3G04210	4.169926129	1.7918E-06	1.93663E-05
AT1G56242	4.169277949	2.84952E-06	2.92554E-05
AT3G23230	4.162320295	1.41304E-11	4.52548E-10
AT2G26560	4.159460525	1.88233E-06	2.02321E-05
AT2G21900	4.147544003	1.45032E-11	4.62725E-10
AT3G28510	4.147397741	0.000473593	0.002613733
AT1G14550	4.141788754	5.2291E-18	4.97357E-16
AT4G24600	4.100470455	1.76392E-06	1.90896E-05
AT2G22880	4.090016368	2.22029E-28	9.17417E-26
AT2G22121	4.08154402	0.002164515	0.00960842
AT5G20830	4.043358678	3.91286E-09	7.74125E-08
AT4G31950	4.041957359	0.014186713	0.046432423
AT2G41280	4.036043386	0.004461744	0.01777715
AT5G02900	4.035061888	0.009989316	0.034714009
AT5G06860	4.034256992	1.99431E-75	1.67556E-71
AT5G22300	4.032246685	0.000136324	0.00089597
AT1G56240	4.029849598	2.90545E-11	8.74931E-10
AT5G26200	4.025101912	6.99721E-05	0.000502648
AT2G33160	4.018699161	0.005798203	0.022183318
AT3G30737	4.015807332	0.0009942	0.004960179
AT3G14300	3.978239523	0.000327016	0.001906205
AT1G77150	3.978223785	0.006538877	0.024511063
AT3G03240	3.975797966	0.010558707	0.03638171
AT1G08630	3.944968286	2.38574E-10	6.09245E-09
AT5G66985	3.925990225	2.86335E-16	2.14157E-14
AT1G56250	3.925313379	2.47634E-12	9.26055E-11
AT5G59170	3.902394605	0.000111899	0.000758176
AT3G49110	3.89480177	6.1787E-11	1.75268E-09
AT4G31020	3.893091686	0.002144377	0.009530773
AT2G01560	3.888681057	2.20301E-05	0.000182474
AT3G02550	3.856415925	1.90149E-08	3.28492E-07
AT1G72360	3.852799291	8.06791E-26	2.4799E-23
AT1G17600	3.818687055	0.003304962	0.013780242
AT1G80840	3.813914673	2.07844E-15	1.37139E-13
AT4G31760	3.725749821	0.000476776	0.002628993
AT5G42530	3.703997275	5.70322E-06	5.43067E-05
AT2G26130	3.648718829	0.00089194	0.004518864
AT1G15620	3.648027412	0.010990506	0.03761756
AT4G27450	3.643625071	7.36615E-09	1.38349E-07
AT4G19800	3.63031921	0.003377178	0.014057154
AT5G57560	3.620396237	3.01714E-13	1.3089E-11
AT2G47190	3.591999609	1.85182E-07	2.5688E-06
AT5G64810	3.589904909	7.6041E-56	2.39577E-52
AT3G01960	3.587493265	0.003206323	0.013431172
AT1G21400	3.575506588	8.99512E-14	4.34334E-12
AT1G72520	3.564594	3.27328E-06	3.31071E-05
AT3G48650	3.538796328	4.7108E-08	7.46765E-07
AT3G03670	3.52938889	7.23947E-05	0.000517648
AT2G15880	3.517666084	7.488E-13	3.04903E-11
AT5G51480	3.50865497	0.00155675	0.007303299
AT4G36052	3.493710145	9.13615E-11	2.50301E-09
AT3G29240	3.492189185	1.40804E-19	1.76565E-17
AT3G16530	3.487111134	1.04735E-13	4.99972E-12
AT3G57460	3.461108133	0.001010266	0.005027397
AT1G71520	3.453067522	6.9505E-11	1.95086E-09
AT4G37240	3.451188792	1.79668E-28	7.54753E-26
AT1G02450	3.44892107	9.23447E-13	3.68283E-11
AT3G01500	3.447448654	0.000275433	0.001641685
AT1G33055	3.445537468	1.09614E-14	6.29345E-13
AT5G52760	3.441458329	5.855E-06	5.56258E-05
AT4G28420	3.441030728	9.53057E-07	1.10955E-05
AT3G28770	3.436239688	0.001617919	0.007548991
AT1G75490	3.424489598	1.31458E-14	7.46259E-13
AT4G23220	3.415809631	1.88317E-07	2.60656E-06
AT1G02230	3.405471872	1.26067E-18	1.35214E-16
AT1G32960	3.399733157	2.62231E-17	2.19215E-15
AT5G44730	3.397899518	1.67022E-13	7.62643E-12
AT2G44080	3.39722192	2.5632E-15	1.63145E-13
AT2G28630	3.396826637	1.25307E-07	1.81099E-06
AT5G24180	3.394950485	1.34567E-05	0.000117524
AT5G39120	3.376048857	3.4198E-06	3.44784E-05
AT4G02170	3.363793551	1.17081E-05	0.000103836
AT1G29670	3.361183689	1.18365E-19	1.49919E-17
AT5G24540	3.339998678	0.009826912	0.034258275
AT1G43800	3.331829971	0.000487242	0.002677916
AT1G67160	3.33009977	0.001597424	0.007467404
AT4G39675	3.329260964	4.31962E-36	4.73374E-33
AT4G00970	3.30461122	2.35405E-06	2.47339E-05
AT5G22530	3.304437011	2.65958E-12	9.85804E-11
AT5G39110	3.292314071	6.00531E-05	0.00043899
AT4G10260	3.289934641	0.000494121	0.002709228
AT1G72940	3.288453989	2.35005E-29	1.13806E-26
AT2G26380	3.287149801	2.86198E-10	7.17773E-09
AT4G33560	3.265917206	7.14102E-07	8.56685E-06
AT2G38240	3.265774814	0.008981771	0.031858366
AT5G24110	3.250346734	1.55692E-14	8.7205E-13
AT5G50790	3.250115556	0.013129557	0.043575933
AT5G26170	3.228299921	1.45122E-09	3.15327E-08
AT1G06225	3.22384703	2.16365E-08	3.68977E-07
AT1G15125	3.223264049	7.33513E-12	2.46509E-10
AT3G11930	3.220180515	1.19227E-14	6.79889E-13
AT1G37130	3.2192998	4.07231E-26	1.29927E-23
AT3G23550	3.210649048	1.94333E-06	2.0799E-05
AT1G02930	3.18813472	2.44128E-15	1.57983E-13
AT5G10050	3.187658535	2.81471E-08	4.68902E-07
AT5G66780	3.166760222	3.56476E-05	0.00027981
AT5G47220	3.151768257	9.67907E-08	1.42501E-06
AT1G13490	3.150018593	4.34249E-09	8.51108E-08
AT3G06435	3.148927904	9.40919E-14	4.52593E-12
AT4G30270	3.147945381	1.97457E-13	8.8715E-12
AT3G01202	3.146264864	0.000338255	0.001962851
AT5G40990	3.138319384	3.7769E-06	3.77615E-05
AT3G29190	3.133699178	1.23301E-06	1.39363E-05
AT1G26240	3.131335431	1.63823E-06	1.79062E-05
AT1G13470	3.125894209	0.004069812	0.016457504
AT5G10210	3.115455936	2.94827E-13	1.28344E-11
AT4G25810	3.114676501	7.65238E-13	3.10593E-11
AT1G69490	3.102574763	1.30238E-15	8.80068E-14
AT5G48350	3.095001482	1.83415E-05	0.000154821
AT1G31290	3.089470158	0.000546302	0.002954204
AT5G22910	3.087694299	3.63705E-12	1.30401E-10
AT3G02380	3.076832518	0.007311651	0.026903675
AT3G15440	3.076163833	2.96735E-13	1.28952E-11
AT2G47950	3.063628142	9.72822E-10	2.18538E-08
AT4G11070	3.043281424	0.00026232	0.001574982
AT1G11572	3.039337327	0.000239137	0.001452748
AT1G18400	3.033082717	6.83917E-09	1.29121E-07
AT4G26950	3.003560117	0.011942194	0.040316501
AT5G11140	2.974121767	1.19878E-07	1.73951E-06
AT2G44780	2.969768203	0.009137638	0.03232026
AT4G35180	2.964659687	5.03148E-13	2.12782E-11
AT2G28850	2.958122888	3.79924E-06	3.79698E-05
AT1G80160	2.955824567	1.33403E-05	0.000116589
AT3G43850	2.946569679	3.788E-05	0.000294226
AT5G39100	2.937787813	2.6792E-11	8.16558E-10
AT2G23170	2.936631882	2.05317E-09	4.30175E-08
AT5G67080	2.935033093	0.000214512	0.001325191
AT5G65207	2.92413173	3.23873E-14	1.72584E-12
AT4G35770	2.92397602	3.08389E-08	5.08934E-07
AT3G60290	2.920130004	9.60844E-11	2.62669E-09
AT3G21720	2.915400004	4.7505E-06	4.61589E-05
AT1G58602	2.914077734	3.40295E-15	2.12832E-13
AT5G38930	2.89619747	2.89366E-06	2.96479E-05
AT3G15500	2.891368798	0.000136243	0.000895793
AT4G08780	2.879946256	4.39289E-06	4.31499E-05
AT1G80240	2.872812796	4.80105E-25	1.24753E-22
AT3G27220	2.871756154	2.84919E-09	5.8008E-08
AT1G10070	2.871337076	5.2746E-20	6.88841E-18
AT4G33950	2.861709047	5.27538E-07	6.53074E-06
AT4G23250	2.860736008	5.18502E-15	3.11905E-13
AT5G44260	2.856812448	1.16168E-25	3.44473E-23
AT1G19530	2.855881054	9.35653E-16	6.44348E-14
AT1G58561	2.852688109	0.001527212	0.007189649
AT1G09080	2.844288583	9.47032E-05	0.000653971
AT1G63090	2.843630878	1.80049E-10	4.70272E-09
AT1G60750	2.841251695	1.10058E-10	2.98603E-09
AT1G03610	2.834114617	2.0963E-11	6.47515E-10
AT1G13480	2.832118145	2.39306E-29	1.13806E-26
AT2G15960	2.829853036	3.26388E-10	8.08114E-09
AT4G15370	2.827249198	3.26603E-09	6.54374E-08
AT3G03270	2.825353484	6.67637E-06	6.26267E-05
AT3G48450	2.822868348	1.88097E-11	5.91146E-10
AT4G32480	2.819014971	8.00973E-07	9.50048E-06
AT4G08950	2.818235869	4.35835E-22	7.37263E-20
AT2G40340	2.817851634	3.27963E-19	3.86275E-17
AT3G23010	2.814945153	2.80626E-05	0.000226559
AT1G17345	2.800294852	5.38984E-08	8.44319E-07
AT5G10625	2.792936235	5.16574E-26	1.60744E-23
AT3G60140	2.788617982	1.25555E-07	1.81354E-06
AT4G28280	2.757435008	0.013307018	0.044091413
AT3G21080	2.756201629	0.012430033	0.041693985
AT3G19615	2.754204367	4.44115E-08	7.0758E-07
AT1G51913	2.747476649	0.001245399	0.006027322
AT2G05530	2.744921917	2.17561E-07	2.96573E-06
AT1G44010	2.738823828	1.42378E-08	2.54333E-07
AT3G23250	2.734377896	1.98721E-15	1.3181E-13
AT5G52750	2.72424193	1.06468E-12	4.18648E-11
AT3G11580	2.721924327	5.24124E-20	6.88049E-18
AT1G67980	2.714083263	2.76103E-11	8.39467E-10
AT1G17290	2.712586147	8.012E-15	4.68544E-13
AT2G47560	2.700447184	5.16484E-22	8.62118E-20
AT3G59060	2.695969674	6.03221E-10	1.41962E-08
AT5G05430	2.69330983	2.53258E-08	4.26126E-07
AT1G54950	2.691930345	5.01467E-05	0.000375951
AT2G24750	2.68936059	3.09551E-05	0.000247298
AT1G72930	2.687760586	9.09338E-22	1.43249E-19
AT1G72540	2.686130162	3.38401E-08	5.53857E-07
AT5G66020	2.677265733	0.000369032	0.002113004
AT1G66180	2.677123452	1.40581E-26	4.92133E-24
AT5G51190	2.672298446	5.37328E-11	1.54958E-09
AT2G29460	2.666768644	4.40082E-07	5.59651E-06
AT5G52720	2.658048585	4.73879E-11	1.37923E-09
AT4G30370	2.65596823	4.73701E-22	7.95976E-20
AT5G52670	2.654790865	1.60315E-09	3.44187E-08
AT1G76520	2.647057838	1.38952E-33	1.0613E-30
AT1G72910	2.641931463	0.006111651	0.023164535
AT1G15520	2.640234119	0.004693666	0.018560379
AT2G36770	2.64008186	0.010243657	0.035441508
AT3G56400	2.639550593	4.30986E-18	4.17808E-16
AT1G10155	2.636544177	4.52851E-07	5.73285E-06
AT3G04000	2.634034177	5.19117E-07	6.43915E-06
AT1G69570	2.631252232	2.49726E-15	1.60162E-13
AT5G19855	2.626748164	4.64746E-11	1.35421E-09
AT5G67310	2.613846823	0.000466278	0.002579009
AT5G02200	2.606491836	1.35193E-16	1.04847E-14
AT4G36850	2.602938428	5.73863E-18	5.37703E-16
AT5G15120	2.593922913	4.47413E-10	1.07914E-08
AT4G11393	2.592449107	4.77463E-05	0.000359882
AT5G44562	2.590553843	0.005894732	0.022494585
AT2G36950	2.586045571	1.54781E-23	3.17175E-21
AT5G39130	2.583750966	5.80296E-09	1.11143E-07
AT5G40000	2.574082861	5.48963E-05	0.000406839
AT3G23240	2.572225642	0.011013712	0.03767652
AT3G48510	2.571586129	0.000388607	0.002202075
AT1G12805	2.566089388	0.002827771	0.012049135
AT5G47910	2.565695477	2.48285E-13	1.09597E-11
AT2G30750	2.558909114	1.29975E-05	0.000114144
AT5G20230	2.558106005	1.4587E-14	8.22516E-13
AT2G19590	2.555340625	7.13715E-12	2.40915E-10
AT1G55810	2.549900445	3.60336E-15	2.24808E-13
AT4G19530	2.5473415	3.33656E-10	8.23683E-09
AT5G13080	2.539286421	6.79214E-07	8.19119E-06
AT4G15530	2.534097584	1.74774E-13	7.93724E-12
AT4G10830	2.53091787	1.167E-11	3.79537E-10
AT2G33130	2.520555201	0.013922884	0.045729253
AT5G57510	2.517000796	0.000520673	0.002835827
AT4G26288	2.50777264	0.000312138	0.001828842
AT4G02380	2.500985841	2.60133E-57	9.36663E-54
AT5G28610	2.500786373	1.06208E-06	1.22005E-05
AT1G14870	2.494161246	1.45469E-14	8.22097E-13
AT2G34400	2.479384379	6.59054E-10	1.53384E-08
AT3G14620	2.474406103	1.4594E-13	6.76179E-12
AT4G37390	2.472051573	3.65301E-12	1.30787E-10
AT2G41100	2.471905537	4.07528E-19	4.7118E-17
AT4G24040	2.471624278	1.11475E-06	1.27022E-05
AT3G28580	2.459531697	5.24407E-08	8.23018E-07
AT5G44568	2.458733873	6.67006E-12	2.26881E-10
AT4G37060	2.458142235	7.91166E-09	1.47386E-07
AT1G64720	2.457496721	1.46828E-22	2.74134E-20
AT5G50140	2.435947614	1.04196E-06	1.20085E-05
AT4G19370	2.435345689	6.55315E-10	1.52685E-08
AT4G19770	2.433094951	6.61024E-05	0.000477273
AT3G09405	2.426184812	2.81674E-19	3.34887E-17
AT1G07135	2.417274924	0.000322546	0.001883636
AT4G22780	2.414228626	8.95917E-15	5.21515E-13
AT1G60730	2.410742278	2.52875E-44	3.98357E-41
AT1G72210	2.408232692	3.34024E-11	9.93988E-10
AT1G11250	2.40705908	1.39801E-07	2.00209E-06
AT4G18280	2.405823349	1.43642E-11	4.58872E-10
AT2G26695	2.398341393	5.53968E-05	0.000410066
AT4G13300	2.393072204	2.04678E-09	4.29193E-08
AT4G11000	2.389492401	6.21217E-10	1.45518E-08
AT3G12960	2.386348309	0.003588241	0.014801772
AT4G15100	2.385282657	9.44869E-05	0.000652835
AT5G25920	2.384085815	0.015167214	0.04903177
AT2G04040	2.383885783	2.27988E-16	1.71025E-14
AT1G19960	2.383148892	1.75306E-14	9.73255E-13
AT5G39180	2.37794214	2.83454E-05	0.000228769
AT5G54960	2.376153286	2.83649E-11	8.59301E-10
AT4G18940	2.371727082	4.72218E-13	2.00375E-11
AT4G01250	2.369807981	4.0941E-07	5.24082E-06
AT1G72060	2.368696184	2.3016E-08	3.90388E-07
AT1G05135	2.368392144	1.85266E-20	2.53784E-18
AT1G07985	2.3591051	5.00562E-06	4.82853E-05
AT1G10990	2.354453103	8.47943E-34	6.67888E-31
AT1G76600	2.345401072	8.35333E-14	4.05676E-12
AT2G15490	2.333215857	4.28508E-26	1.35007E-23
AT3G62380	2.330265672	0.002081902	0.00930231
AT1G70700	2.330034122	0.004734426	0.018698089
AT2G40000	2.329704821	2.34091E-09	4.83231E-08
AT1G61340	2.329364331	5.47823E-10	1.29408E-08
AT5G64190	2.32908637	0.009207705	0.03252701
AT5G39050	2.326546142	1.59228E-11	5.04824E-10
AT4G10500	2.322296206	7.24567E-12	2.43828E-10
AT1G77760	2.319237141	2.69838E-08	4.51611E-07
AT1G03580	2.317129884	1.09677E-11	3.5855E-10
AT4G13310	2.313985349	1.63456E-06	1.78815E-05
AT1G02920	2.313260612	1.81043E-08	3.14269E-07
AT4G37220	2.308324886	0.000148971	0.000968747
AT1G23840	2.295453272	7.42731E-14	3.69242E-12
AT5G58680	2.294191682	0.00615946	0.023307547
AT3G26830	2.293333712	5.79877E-06	5.51332E-05
AT5G39160	2.291765533	1.04758E-06	1.20567E-05
AT2G34315	2.291352043	0.000858412	0.004375387
AT2G44798	2.286588939	5.38635E-07	6.65831E-06
AT3G23150	2.284299348	4.40307E-18	4.25208E-16
AT5G38940	2.279433635	1.2623E-19	1.59082E-17
AT4G15300	2.279085467	3.76296E-17	3.10968E-15
AT2G17036	2.272658926	2.7388E-19	3.28721E-17
AT4G26488	2.270137714	1.43558E-07	2.05008E-06
AT1G54100	2.259491198	1.67402E-14	9.3349E-13
AT5G64750	2.25774667	1.532E-13	7.05925E-12
AT4G29190	2.254934873	2.54869E-12	9.48887E-11
AT5G19550	2.245437305	8.4415E-10	1.91338E-08
AT1G03790	2.243865203	0.00900646	0.031928464
AT5G52710	2.241403224	0.000103641	0.000708319
AT3G53160	2.239995697	7.96448E-10	1.81341E-08
AT3G21150	2.239648805	0.004612767	0.018277752
AT2G02930	2.238504085	2.25771E-08	3.8346E-07
AT1G49860	2.233887503	2.08115E-17	1.78625E-15
AT1G25400	2.23291026	3.43126E-09	6.85844E-08
AT5G65130	2.232433934	0.001231547	0.00596945
AT3G48520	2.229966706	1.08905E-10	2.95792E-09
AT5G45090	2.227052709	1.09476E-09	2.43973E-08
AT3G56710	2.224996878	8.51265E-11	2.34493E-09
AT5G22555	2.220836033	2.89325E-11	8.72302E-10
AT1G72920	2.219613893	1.82577E-07	2.53826E-06
AT4G26270	2.212894984	3.836E-22	6.53286E-20
AT1G19380	2.209770718	9.25233E-14	4.45898E-12
AT2G14990	2.20975851	0.000208782	0.001294232
AT1G06570	2.209452285	2.53717E-17	2.13165E-15
AT3G62410	2.206044685	9.91476E-08	1.45885E-06
AT4G36110	2.202984931	3.1704E-08	5.21265E-07
AT4G17490	2.199737027	5.42203E-08	8.48834E-07
AT1G05680	2.192051308	3.77222E-05	0.000293182
AT5G18470	2.191335818	6.09156E-14	3.07075E-12
AT1G72852	2.189889833	3.67385E-08	5.95111E-07
AT2G40180	2.187597567	6.29913E-09	1.19736E-07
AT1G35710	2.187189203	0.00103931	0.005150106
AT5G44590	2.185754211	0.000159566	0.001024942
AT3G46680	2.185576355	8.01392E-05	0.000565643
AT2G46400	2.18391615	4.79945E-07	6.03041E-06
AT4G06746	2.181496725	7.91887E-07	9.41042E-06
AT1G49030	2.180652085	9.2583E-26	2.81151E-23
AT5G22560	2.180572957	3.66616E-11	1.08585E-09
AT5G52680	2.179895589	0.003468867	0.014387492
AT5G39190	2.17694758	6.77187E-06	6.34045E-05
AT2G02700	2.176888625	2.14657E-05	0.000178503
AT1G33790	2.171690302	1.92348E-24	4.48901E-22
AT5G14470	2.171359454	7.16132E-08	1.09395E-06
AT3G54070	2.166298274	0.011966646	0.040382825
AT3G04420	2.160830878	4.92865E-06	4.77427E-05
AT5G52570	2.147286591	7.28255E-06	6.77831E-05
AT5G07550	2.14682673	0.014292026	0.046716447
AT5G07580	2.145802962	4.42024E-19	5.06419E-17
AT5G45110	2.135693773	4.70008E-43	6.58142E-40
AT1G33600	2.129099295	2.76361E-08	4.61303E-07
AT3G27770	2.125425875	5.70891E-22	9.3437E-20
AT2G15890	2.122831799	2.8487E-10	7.15868E-09
AT4G31960	2.117324365	0.00018834	0.001185887
AT1G80380	2.116433509	6.90532E-14	3.45335E-12
AT3G45300	2.107199349	2.91779E-12	1.06894E-10
AT3G06850	2.105274224	3.17543E-10	7.90095E-09
AT3G44300	2.103609021	9.46749E-13	3.7698E-11
AT5G25110	2.100810652	1.87368E-06	2.01477E-05
AT5G44990	2.099623161	9.41729E-09	1.74147E-07
AT1G28760	2.093885663	4.62823E-24	1.02329E-21
AT2G24710	2.093132483	5.00573E-06	4.82853E-05
AT4G19980	2.091748455	7.00807E-31	3.75826E-28
AT3G01970	2.090942345	8.95951E-08	1.3323E-06
AT5G54470	2.087096248	6.16983E-11	1.75268E-09
AT5G19140	2.081530817	8.07736E-14	3.96089E-12
AT3G14770	2.078847722	2.11135E-05	0.000175874
AT3G60520	2.074942259	8.64946E-09	1.60537E-07
AT1G76410	2.074616433	4.87523E-10	1.16806E-08
AT4G36410	2.074603695	1.92988E-18	1.98541E-16
AT4G22710	2.069830583	2.93367E-05	0.000236089
AT4G17660	2.069412424	0.000719451	0.003757515
AT2G34180	2.061179769	2.56892E-07	3.43317E-06
AT3G50440	2.059692444	0.003655422	0.015015469
AT2G24600	2.053887344	1.76258E-08	3.07233E-07
AT1G72416	2.053640065	2.31311E-06	2.43635E-05
AT1G15040	2.050109042	1.61163E-05	0.000138074
AT5G24530	2.049705703	2.78815E-22	4.87985E-20
AT4G38340	2.048860953	9.99962E-06	9.0111E-05
AT4G18250	2.046590704	2.0323E-11	6.31618E-10
AT5G47560	2.042137631	6.33118E-09	1.20164E-07
AT4G18195	2.03895584	0.011922062	0.040270111
AT5G20250	2.035891236	1.68737E-12	6.47337E-11
AT1G55510	2.034785199	7.07406E-15	4.15622E-13
AT5G01380	2.032595399	1.23621E-10	3.33963E-09
AT5G05420	2.027359577	4.81214E-12	1.67066E-10
AT3G20360	2.023404816	1.96203E-12	7.47025E-11
AT4G24230	2.021471781	6.19191E-10	1.45314E-08
AT1G64660	2.020606351	1.75692E-06	1.9022E-05
AT1G77210	2.019722522	0.00043167	0.002413005
AT1G26270	2.013295343	1.88907E-18	1.95943E-16
AT1G74190	2.011557939	0.004446627	0.017731868
AT2G14210	2.002404503	2.17495E-05	0.000180566
AT5G03390	1.998997579	6.38765E-14	3.21359E-12
AT1G53625	1.99841766	4.41757E-06	4.33144E-05
AT2G44840	1.99778214	0.000380212	0.002163533
AT1G21520	1.996684607	1.30993E-11	4.21671E-10
AT1G78830	1.993944334	1.97479E-10	5.10508E-09
AT1G51920	1.991177579	0.000486036	0.002672458
AT3G07350	1.986370614	5.31558E-18	5.03682E-16
AT3G17860	1.986123679	4.40469E-16	3.16297E-14
AT3G54150	1.984670027	9.76613E-11	2.66402E-09
AT1G65500	1.975410272	4.30617E-16	3.10995E-14
AT5G63160	1.974436799	5.54695E-08	8.66775E-07
AT1G62420	1.97402923	0.000217996	0.001343091
AT1G07870	1.973393358	6.12903E-09	1.16855E-07
AT2G02580	1.973147362	7.50906E-14	3.71839E-12
AT4G27290	1.972451181	3.88527E-08	6.25739E-07
AT4G39580	1.968887565	1.35785E-09	2.96553E-08
AT1G53430	1.968420072	3.03204E-14	1.62601E-12
AT1G73500	1.963154204	1.02881E-06	1.18678E-05
AT4G36040	1.960887016	3.92178E-35	3.80186E-32
AT3G28480	1.960533798	1.22485E-15	8.29902E-14
AT1G33930	1.958689044	0.005765388	0.022094666
AT3G01490	1.95689729	2.05499E-05	0.000171453
AT3G19680	1.954921616	1.7838E-17	1.56657E-15
AT5G19890	1.952280859	5.92148E-05	0.000433491
AT3G30764	1.951824296	1.2976E-08	2.33282E-07
AT5G54710	1.947582683	2.42053E-07	3.26269E-06
AT5G43580	1.947571642	2.3465E-06	2.4674E-05
AT5G36925	1.946035553	2.37762E-08	4.01931E-07
AT4G22690	1.942593806	7.43569E-08	1.13311E-06
AT1G79360	1.942299044	0.000224522	0.001377575
AT2G17040	1.940165579	2.10398E-06	2.23664E-05
AT1G47990	1.939535503	7.04589E-07	8.45675E-06
AT3G61400	1.932804164	4.92923E-08	7.77966E-07
AT3G45730	1.932223351	5.26287E-09	1.0157E-07
AT1G48745	1.92707842	0.000327361	0.001907779
AT5G63350	1.924040825	2.45541E-06	2.56586E-05
AT3G09400	1.923620974	0.00510676	0.019974531
AT1G50090	1.916667237	4.97576E-18	4.75053E-16
AT5G04340	1.915759026	8.42093E-06	7.73504E-05
AT5G08790	1.910442544	6.10965E-22	9.93508E-20
AT3G03020	1.910440382	2.0469E-22	3.71167E-20
AT1G11185	1.9065544	9.74772E-06	8.80613E-05
AT2G17880	1.903786578	2.31456E-13	1.02528E-11
AT3G23030	1.902359094	3.62013E-20	4.80239E-18
AT1G17400	1.902160908	0.000808514	0.004164847
AT1G77380	1.900018376	7.1176E-11	1.99332E-09
AT1G03600	1.89921631	9.80844E-19	1.07022E-16
AT1G13300	1.898951714	4.15705E-19	4.7844E-17
AT5G04230	1.897975084	6.53044E-06	6.13035E-05
AT1G21320	1.896636437	3.91539E-14	2.02643E-12
AT3G30763	1.895899222	0.00105865	0.005235092
AT2G43920	1.895697619	0.010893601	0.037331503
AT4G13090	1.894990789	0.001372934	0.006561398
AT3G47250	1.893629845	8.72932E-07	1.02336E-05
AT1G68530	1.892295524	1.29326E-05	0.000113617
AT5G54720	1.883516199	0.002231879	0.009855378
AT5G39150	1.882875781	0.005534024	0.021396699
AT5G25970	1.88111873	7.69015E-05	0.000545079
