AGI_code	log2-fold change	P-value	FDR
AT4G23740	-1.05800244	4.04329E-11	1.18501E-09
AT1G05020	-1.057700426	0.001808623	0.008280896
AT3G45330	-1.056744135	0.000245924	0.001487522
AT2G34610	-1.056128166	0.003039935	0.012823692
AT1G28570	-1.055801462	3.02862E-07	3.99458E-06
AT2G35890	-1.055351862	3.97016E-05	0.000306205
AT2G14660	-1.054193372	0.000152133	0.000985231
AT2G15390	-1.054167033	2.65283E-05	0.000215832
AT3G10960	-1.053774497	1.42322E-08	2.54333E-07
AT1G06320	-1.05364375	2.22749E-05	0.000184199
AT3G14510	-1.053495761	9.12609E-07	1.06728E-05
AT4G36240	-1.053384636	1.58299E-08	2.79016E-07
AT3G28130	-1.052168864	1.64764E-10	4.33996E-09
AT5G58010	-1.051281663	0.000318769	0.00186374
AT2G31270	-1.050916338	3.23825E-11	9.68209E-10
AT1G77630	-1.050688314	7.56201E-10	1.73747E-08
AT3G23090	-1.050088074	7.69927E-12	2.58059E-10
AT5G67280	-1.049995337	1.31049E-09	2.86727E-08
AT4G20230	-1.049418711	0.00016741	0.001069871
AT2G23560	-1.048860874	1.40061E-06	1.55776E-05
AT3G04770	-1.048572385	8.02049E-06	7.39882E-05
AT1G50010	-1.048509786	5.29773E-13	2.2292E-11
AT3G54060	-1.0480589	0.000928684	0.004675695
AT5G18930	-1.047463873	5.13779E-06	4.94456E-05
AT1G33800	-1.046677779	1.72637E-13	7.85435E-12
AT1G72140	-1.046629097	0.000802069	0.004135002
AT5G01890	-1.046320832	4.2798E-12	1.5066E-10
AT4G17280	-1.045772816	0.000130894	0.000867296
AT1G78520	-1.045756376	1.1105E-06	1.26709E-05
AT4G25240	-1.04522187	3.05238E-06	3.10975E-05
AT1G79910	-1.044526996	8.27068E-05	0.000580514
AT4G27660	-1.042879925	0.000160818	0.001031666
AT5G65860	-1.042796142	2.02461E-09	4.25608E-08
AT5G28300	-1.042562863	1.83878E-07	2.55211E-06
AT5G57625	-1.04246262	0.000166368	0.00106402
AT4G31600	-1.041922443	1.20755E-09	2.6675E-08
AT2G43550	-1.041650478	7.84988E-09	1.46669E-07
AT5G67160	-1.040962786	1.07289E-06	1.22919E-05
AT5G56010	-1.040600938	1.58679E-12	6.0968E-11
AT5G12950	-1.040569841	5.29683E-12	1.82635E-10
AT2G46535	-1.040109665	1.46546E-07	2.09037E-06
AT5G03190	-1.040014224	5.55948E-09	1.06967E-07
AT1G10400	-1.03912988	3.75698E-06	3.75772E-05
AT5G17920	-1.037319076	9.60653E-13	3.81913E-11
AT4G36180	-1.036226114	2.10777E-11	6.50261E-10
AT5G64980	-1.036108155	5.98695E-05	0.000437775
AT1G55550	-1.034588727	0.001811045	0.008288652
AT4G13370	-1.033751493	5.74203E-09	1.10143E-07
AT5G01840	-1.033714498	8.65596E-06	7.91918E-05
AT3G17600	-1.033304595	0.000179096	0.001135338
AT2G37390	-1.033162745	4.51705E-06	4.42145E-05
AT2G17270	-1.033114944	1.28629E-07	1.85157E-06
AT3G56100	-1.032881587	6.65937E-08	1.02597E-06
AT1G12845	-1.032374403	0.000551445	0.002976906
AT1G51140	-1.032029938	1.82128E-11	5.74535E-10
AT1G80170	-1.031800639	1.89831E-10	4.9276E-09
AT5G03760	-1.031727582	7.81716E-06	7.23317E-05
AT3G45710	-1.031273359	2.95283E-06	3.01565E-05
AT4G28320	-1.031220128	1.19074E-08	2.16074E-07
AT4G30980	-1.031166107	1.05505E-08	1.93965E-07
AT5G53830	-1.030848582	0.000134133	0.000885727
AT4G25350	-1.030766229	1.5588E-08	2.75329E-07
AT4G33580	-1.030179146	6.34841E-12	2.16818E-10
AT5G64030	-1.029132901	1.55069E-12	5.97633E-11
AT3G15460	-1.028303022	3.73332E-05	0.000290606
AT2G39890	-1.027655891	5.17517E-13	2.18127E-11
AT5G19870	-1.027523424	1.88764E-06	2.02804E-05
AT5G40630	-1.027001992	4.79196E-05	0.000360891
AT5G62310	-1.026994726	5.00234E-07	6.24178E-06
AT2G33210	-1.02645685	7.91002E-08	1.19099E-06
AT1G17745	-1.026235974	2.60479E-13	1.14579E-11
AT1G65710	-1.025332169	5.3383E-05	0.000397143
AT2G31980	-1.02520051	0.002075502	0.009275359
AT1G80270	-1.025029875	1.27853E-07	1.8425E-06
AT1G61230	-1.023621516	1.38446E-05	0.000120466
AT3G06070	-1.023353132	4.50926E-05	0.000342647
AT5G38010	-1.022905587	7.13913E-06	6.65219E-05
AT1G76740	-1.022668786	1.35425E-06	1.51053E-05
AT1G66930	-1.02202065	5.63773E-05	0.000416346
AT1G75580	-1.021722545	3.72551E-06	3.73366E-05
AT3G26450	-1.020985219	2.99841E-05	0.00024037
AT4G13100	-1.02096096	1.20458E-07	1.74692E-06
AT3G55550	-1.019580906	0.014172794	0.046404947
AT1G53470	-1.01936673	6.86665E-10	1.59222E-08
AT2G28470	-1.018925968	0.000260341	0.001564216
AT3G51160	-1.018833126	4.30127E-12	1.50784E-10
AT2G01520	-1.01869529	0.000190944	0.001199849
AT5G23530	-1.018362884	2.99573E-08	4.96106E-07
AT1G08280	-1.018346198	5.11354E-09	9.88395E-08
AT5G38970	-1.018263386	1.92132E-06	2.05896E-05
AT1G44110	-1.017474042	2.61075E-07	3.48538E-06
AT5G38060	-1.01710997	0.001090964	0.005375905
AT3G17120	-1.016658559	3.21684E-10	7.98036E-09
AT1G52280	-1.015721642	5.0009E-10	1.1925E-08
AT5G15050	-1.014393107	7.13738E-10	1.64763E-08
AT1G47590	-1.014302465	5.04488E-07	6.29005E-06
AT3G03250	-1.012548685	1.57269E-11	4.99241E-10
AT1G67330	-1.011763566	6.52657E-11	1.83801E-09
AT3G09070	-1.011362085	9.87027E-13	3.9055E-11
AT1G41830	-1.010705996	4.57229E-11	1.33385E-09
AT3G45430	-1.010656168	7.62697E-05	0.000541403
AT3G03690	-1.010018181	1.42013E-10	3.78775E-09
AT2G23530	-1.009984761	2.66147E-07	3.54558E-06
AT3G04140	-1.009512968	5.88943E-05	0.00043152
AT2G04090	-1.00885971	2.50042E-06	2.60858E-05
AT2G38480	-1.007624143	1.43158E-07	2.04552E-06
AT5G07800	-1.007347239	8.05312E-07	9.54745E-06
AT4G11400	-1.006984839	0.010017819	0.034794433
AT3G04010	-1.006681912	2.63827E-07	3.52025E-06
AT3G09330	-1.006031935	1.72905E-06	1.87703E-05
AT5G23170	-1.00568163	2.94284E-06	3.00665E-05
AT5G67090	-1.005351908	2.5773E-08	4.33073E-07
AT5G59480	-1.005137334	1.22532E-08	2.21709E-07
AT5G05160	-1.005051458	1.35022E-11	4.34084E-10
AT5G53290	-1.004699479	1.52113E-07	2.16366E-06
AT2G05810	-1.004670237	2.75182E-09	5.61162E-08
AT2G41330	-1.003675171	0.000194989	0.001221652
AT2G14960	-1.003527447	1.11866E-05	9.9808E-05
AT4G12440	-1.003481027	0.004813346	0.0189741
AT2G38120	-1.002375781	4.50619E-12	1.57748E-10
AT4G11211	-1.001320812	0.000183431	0.001159615
AT3G50630	-1.001116429	2.50296E-10	6.366E-09
AT2G46455	-1.000473187	0.014619073	0.047563408
AT1G64170	-1.000427903	0.000869218	0.004422156
AT3G03700	-1.00024213	0.011446933	0.038931312
